iter,parameter,value
784,Rbasal,0.004416706817152643
784,litterfall_start,256.4087756449839
785,alpha,0.01546371887558681
785,Rbasal,0.004208931784621474
785,litterfall_start,254.86069276023156
786,alpha,0.01546371887558681
786,Rbasal,0.004242617312543102
786,litterfall_start,255.80348811120086
787,alpha,0.01546371887558681
787,Rbasal,0.004242617312543102
787,litterfall_start,257.27455883893754
788,alpha,0.01546371887558681
788,Rbasal,0.004306978920033539
788,litterfall_start,257.43724642360553
789,alpha,0.01546371887558681
789,Rbasal,0.004318609219091229
789,litterfall_start,257.43724642360553
790,alpha,0.01546371887558681
790,Rbasal,0.004255431908513381
790,litterfall_start,256.67173901163096
791,alpha,0.01546371887558681
791,Rbasal,0.004624585171143827
791,litterfall_start,256.67173901163096
792,alpha,0.01546371887558681
792,Rbasal,0.00476651279417614
792,litterfall_start,255.6516253331161
793,alpha,0.01546371887558681
793,Rbasal,0.0044179738430778414
793,litterfall_start,254.94833999853853
794,alpha,0.014985617143308053
794,Rbasal,0.004602371189952622
794,litterfall_start,255.74018800315923
795,alpha,0.014985617143308053
795,Rbasal,0.004602371189952622
795,litterfall_start,255.74018800315923
796,alpha,0.014985617143308053
796,Rbasal,0.004602371189952622
796,litterfall_start,255.74018800315923
797,alpha,0.014985617143308053
797,Rbasal,0.004602371189952622
797,litterfall_start,255.74018800315923
798,alpha,0.014985617143308053
798,Rbasal,0.004602371189952622
798,litterfall_start,255.74018800315923
799,alpha,0.014985617143308053
799,Rbasal,0.004602371189952622
799,litterfall_start,255.74018800315923
800,alpha,0.01544286336337772
800,Rbasal,0.004602371189952622
800,litterfall_start,255.74018800315923
801,alpha,0.01542572903502818
801,Rbasal,0.004410164818203172
801,litterfall_start,254.7893666653117
802,alpha,0.01542572903502818
802,Rbasal,0.004469109962882458
802,litterfall_start,253.2744602041393
803,alpha,0.01542572903502818
803,Rbasal,0.004354557038084696
803,litterfall_start,254.81853424114374
804,alpha,0.015514084022064936
804,Rbasal,0.004354557038084696
804,litterfall_start,253.5908746124802
805,alpha,0.015514084022064936
805,Rbasal,0.00501914824662657
805,litterfall_start,253.83033557983447
806,alpha,0.015514084022064936
806,Rbasal,0.00501914824662657
806,litterfall_start,253.83033557983447
807,alpha,0.015514084022064936
807,Rbasal,0.004888609913796104
807,litterfall_start,253.83033557983447
808,alpha,0.015514084022064936
808,Rbasal,0.0050276697648759215
808,litterfall_start,253.37962779870102
809,alpha,0.015514084022064936
809,Rbasal,0.0048520037712907445
809,litterfall_start,253.11873788502396
810,alpha,0.015514084022064936
810,Rbasal,0.0048520037712907445
810,litterfall_start,252.08789501666442
811,alpha,0.015514084022064936
811,Rbasal,0.0051001709753048215
811,litterfall_start,252.6983233965731
812,alpha,0.015514084022064936
812,Rbasal,0.0051001709753048215
812,litterfall_start,252.6983233965731
813,alpha,0.015514084022064936
813,Rbasal,0.0047555215813380345
813,litterfall_start,252.6983233965731
814,alpha,0.015514084022064936
814,Rbasal,0.004642681326325008
814,litterfall_start,252.17172518089714
815,alpha,0.015514084022064936
815,Rbasal,0.004642681326325008
815,litterfall_start,252.55582615423157
816,alpha,0.015514084022064936
816,Rbasal,0.004576242593628989
816,litterfall_start,252.640169330347
817,alpha,0.015514084022064936
817,Rbasal,0.004510592754255678
817,litterfall_start,253.32413477827782
818,alpha,0.015514084022064936
818,Rbasal,0.004500827688765499
818,litterfall_start,254.24042749025458
819,alpha,0.015514084022064936
819,Rbasal,0.004500827688765499
819,litterfall_start,252.28459372576793
820,alpha,0.015514084022064936
820,Rbasal,0.004500827688765499
820,litterfall_start,252.28459372576793
821,alpha,0.015514084022064936
821,Rbasal,0.004500827688765499
821,litterfall_start,252.28459372576793
822,alpha,0.015514084022064936
822,Rbasal,0.004500827688765499
822,litterfall_start,252.09805264196154
823,alpha,0.015514084022064936
823,Rbasal,0.0046629944016402
823,litterfall_start,253.7273236789188
824,alpha,0.015514084022064936
824,Rbasal,0.004872589683708304
824,litterfall_start,252.2601626848678
825,alpha,0.015514084022064936
825,Rbasal,0.004872589683708304
825,litterfall_start,251.50664398458505
826,alpha,0.015514084022064936
826,Rbasal,0.004914426177402414
826,litterfall_start,252.39843928894604
827,alpha,0.015514084022064936
827,Rbasal,0.004678755404938393
827,litterfall_start,252.39843928894604
828,alpha,0.015514084022064936
828,Rbasal,0.004517194649849412
828,litterfall_start,252.555340619196
829,alpha,0.015514084022064936
829,Rbasal,0.004517194649849412
829,litterfall_start,253.21184297835677
830,alpha,0.015514084022064936
830,Rbasal,0.004734457984532989
830,litterfall_start,253.21607194708267
831,alpha,0.015514084022064936
831,Rbasal,0.004699038189435292
831,litterfall_start,253.36444009477773
832,alpha,0.015370477958343598
832,Rbasal,0.004776070198248381
832,litterfall_start,254.9394863580171
833,alpha,0.015370477958343598
833,Rbasal,0.004712001252356105
833,litterfall_start,254.9030396140495
834,alpha,0.015370477958343598
834,Rbasal,0.004779837597542742
834,litterfall_start,256.44824125409065
835,alpha,0.015370477958343598
835,Rbasal,0.004779837597542742
835,litterfall_start,256.44824125409065
836,alpha,0.01555464355234522
836,Rbasal,0.004700290304262486
836,litterfall_start,256.4891562703248
837,alpha,0.01555464355234522
837,Rbasal,0.004944886162071939
837,litterfall_start,255.6991207359488
838,alpha,0.01555464355234522
838,Rbasal,0.005039435242311498
838,litterfall_start,255.74592658428102
839,alpha,0.01555464355234522
839,Rbasal,0.004915562263857518
839,litterfall_start,256.6180957434642
840,alpha,0.01555464355234522
840,Rbasal,0.004781025460529093
840,litterfall_start,256.6180957434642
841,alpha,0.01555464355234522
841,Rbasal,0.004845935504885681
841,litterfall_start,257.3292073214084
842,alpha,0.01555464355234522
842,Rbasal,0.004824946379153367
842,litterfall_start,257.2336566854304
843,alpha,0.015207725487912214
843,Rbasal,0.004847506060002601
843,litterfall_start,258.1593849640843
844,alpha,0.015207725487912214
844,Rbasal,0.004847506060002601
844,litterfall_start,258.1593849640843
845,alpha,0.015207725487912214
845,Rbasal,0.004847506060002601
845,litterfall_start,258.1593849640843
846,alpha,0.015207725487912214
846,Rbasal,0.004847506060002601
846,litterfall_start,256.9617421467146
847,alpha,0.015207725487912214
847,Rbasal,0.004847506060002601
847,litterfall_start,256.6442201652401
848,alpha,0.015207725487912214
848,Rbasal,0.004847506060002601
848,litterfall_start,255.9132742319052
849,alpha,0.015207725487912214
849,Rbasal,0.0048759964673729785
849,litterfall_start,257.0628931781976
850,alpha,0.015207725487912214
850,Rbasal,0.004740241333410972
850,litterfall_start,255.7258913858327
851,alpha,0.015207725487912214
851,Rbasal,0.004810162631390411
851,litterfall_start,258.02302201686075
852,alpha,0.015207725487912214
852,Rbasal,0.004441535675770607
852,litterfall_start,257.42797193133134
853,alpha,0.015079748227834058
853,Rbasal,0.004585459792817344
853,litterfall_start,257.0350955520682
854,alpha,0.015079748227834058
854,Rbasal,0.004585459792817344
854,litterfall_start,257.0350955520682
855,alpha,0.015493166768607817
855,Rbasal,0.004585459792817344
855,litterfall_start,257.0350955520682
856,alpha,0.015493166768607817
856,Rbasal,0.004979523195667256
856,litterfall_start,258.1293819662968
857,alpha,0.015493166768607817
857,Rbasal,0.004856698363666393
857,litterfall_start,258.6914926474725
858,alpha,0.015493166768607817
858,Rbasal,0.004804935375360372
858,litterfall_start,258.43202715653376
859,alpha,0.015493166768607817
859,Rbasal,0.004769572587482003
859,litterfall_start,258.27957024280977
860,alpha,0.015493166768607817
860,Rbasal,0.004725147627169399
860,litterfall_start,258.49990186430216
861,alpha,0.015493166768607817
861,Rbasal,0.004907404910732313
861,litterfall_start,258.95385022533776
862,alpha,0.015493166768607817
862,Rbasal,0.004907404910732313
862,litterfall_start,258.92339616257595
863,alpha,0.015493166768607817
863,Rbasal,0.004907404910732313
863,litterfall_start,258.272836888856
864,alpha,0.015493166768607817
864,Rbasal,0.004922172874166567
864,litterfall_start,258.3488245987495
865,alpha,0.015662348406587225
865,Rbasal,0.004904996930879607
865,litterfall_start,258.6902405823118
866,alpha,0.015662348406587225
866,Rbasal,0.004708704025237011
866,litterfall_start,256.8860948432104
867,alpha,0.015662348406587225
867,Rbasal,0.004838922094377201
867,litterfall_start,256.0915326214976
868,alpha,0.015662348406587225
868,Rbasal,0.004838922094377201
868,litterfall_start,256.7879680510398
869,alpha,0.015662348406587225
869,Rbasal,0.0045320668447473575
869,litterfall_start,256.6700658414946
870,alpha,0.015264151723264162
870,Rbasal,0.0045320668447473575
870,litterfall_start,256.6700658414946
871,alpha,0.015264151723264162
871,Rbasal,0.00467418243545693
871,litterfall_start,254.20165906780855
872,alpha,0.015264151723264162
872,Rbasal,0.004600753867911367
872,litterfall_start,254.20165906780855
873,alpha,0.015264151723264162
873,Rbasal,0.004600753867911367
873,litterfall_start,256.39221683840884
874,alpha,0.015264151723264162
874,Rbasal,0.004600753867911367
874,litterfall_start,256.1456410660253
875,alpha,0.015620654608511213
875,Rbasal,0.004715546522431467
875,litterfall_start,256.0265528218924
876,alpha,0.015620654608511213
876,Rbasal,0.004851955819904408
876,litterfall_start,254.29892427042802
877,alpha,0.015368960985924895
877,Rbasal,0.0049334658079717006
877,litterfall_start,254.49044799308948
878,alpha,0.015368960985924895
878,Rbasal,0.0049363446917336596
878,litterfall_start,253.35400299342734
879,alpha,0.015368960985924895
879,Rbasal,0.0049363446917336596
879,litterfall_start,253.89214396806088
880,alpha,0.015368960985924895
880,Rbasal,0.0049363446917336596
880,litterfall_start,253.3038334053513
881,alpha,0.015368960985924895
881,Rbasal,0.0049363446917336596
881,litterfall_start,253.3038334053513
882,alpha,0.015368960985924895
882,Rbasal,0.0049363446917336596
882,litterfall_start,253.5404030244392
883,alpha,0.015368960985924895
883,Rbasal,0.004751764653769456
883,litterfall_start,253.108045498514
884,alpha,0.015368960985924895
884,Rbasal,0.004490248018212724
884,litterfall_start,253.89134670231093
885,alpha,0.015368960985924895
885,Rbasal,0.004419776912278189
885,litterfall_start,255.0920282140076
886,alpha,0.015368960985924895
886,Rbasal,0.004419776912278189
886,litterfall_start,255.0920282140076
887,alpha,0.015368960985924895
887,Rbasal,0.004526724577249065
887,litterfall_start,255.0920282140076
888,alpha,0.015368960985924895
888,Rbasal,0.004694077690653855
888,litterfall_start,254.07153845900376
889,alpha,0.015368960985924895
889,Rbasal,0.004397807244424299
889,litterfall_start,254.08114352151776
890,alpha,0.015368960985924895
890,Rbasal,0.004220271719479791
890,litterfall_start,253.985097975089
891,alpha,0.015368960985924895
891,Rbasal,0.004220271719479791
891,litterfall_start,253.985097975089
892,alpha,0.015368960985924895
892,Rbasal,0.004220271719479791
892,litterfall_start,253.985097975089
893,alpha,0.015368960985924895
893,Rbasal,0.004410877466082394
893,litterfall_start,253.985097975089
894,alpha,0.015368960985924895
894,Rbasal,0.004410877466082394
894,litterfall_start,253.8487448469664
895,alpha,0.015368960985924895
895,Rbasal,0.00450959127634265
895,litterfall_start,254.16730814115311
896,alpha,0.015368960985924895
896,Rbasal,0.004649600534805972
896,litterfall_start,254.09140160348102
897,alpha,0.015368960985924895
897,Rbasal,0.004323720085408386
897,litterfall_start,254.32757907377166
898,alpha,0.015368960985924895
898,Rbasal,0.004370821906343149
898,litterfall_start,254.34298050268674
899,alpha,0.015368960985924895
899,Rbasal,0.004522919814033858
899,litterfall_start,254.55903669590924
900,alpha,0.015368960985924895
900,Rbasal,0.00441388680293022
900,litterfall_start,255.14665776004028
901,alpha,0.015368960985924895
901,Rbasal,0.0046323773336517686
901,litterfall_start,255.14665776004028
902,alpha,0.015368960985924895
902,Rbasal,0.0046323773336517686
902,litterfall_start,255.14665776004028
903,alpha,0.015368960985924895
903,Rbasal,0.0046323773336517686
903,litterfall_start,256.4010254493819
904,alpha,0.015149135154663674
904,Rbasal,0.004293207690303061
904,litterfall_start,256.80293096596404
905,alpha,0.015149135154663674
905,Rbasal,0.0043690185740331115
905,litterfall_start,257.1376244123123
906,alpha,0.015149135154663674
906,Rbasal,0.004235849708134871
906,litterfall_start,257.342973187236
907,alpha,0.015149135154663674
907,Rbasal,0.004335989019578754
907,litterfall_start,257.342973187236
908,alpha,0.015149135154663674
908,Rbasal,0.004565408353018133
908,litterfall_start,257.342973187236
909,alpha,0.015149135154663674
909,Rbasal,0.004593065687592969
909,litterfall_start,258.0713251157293
910,alpha,0.015440695588249394
910,Rbasal,0.004593065687592969
910,litterfall_start,258.0713251157293
911,alpha,0.015440695588249394
911,Rbasal,0.004674485314010792
911,litterfall_start,257.0774993434167
912,alpha,0.015587938802243401
912,Rbasal,0.004688181603611607
912,litterfall_start,257.77861808349724
913,alpha,0.015587938802243401
913,Rbasal,0.004719993844599143
913,litterfall_start,257.37147040077355
914,alpha,0.015433537511298988
914,Rbasal,0.004719993844599143
914,litterfall_start,257.37147040077355
915,alpha,0.015417218119903257
915,Rbasal,0.0045415849227828445
915,litterfall_start,257.37147040077355
916,alpha,0.015417218119903257
916,Rbasal,0.00426781052199548
916,litterfall_start,255.59574700469756
917,alpha,0.015417218119903257
917,Rbasal,0.00426781052199548
917,litterfall_start,255.76139138245335
918,alpha,0.015417218119903257
918,Rbasal,0.00426781052199548
918,litterfall_start,257.19828004978626
919,alpha,0.015417218119903257
919,Rbasal,0.00426781052199548
919,litterfall_start,255.3469297814796
920,alpha,0.015417218119903257
920,Rbasal,0.004253548202804256
920,litterfall_start,255.48558544974358
921,alpha,0.015417218119903257
921,Rbasal,0.004253548202804256
921,litterfall_start,256.2750661877537
922,alpha,0.015261050898067924
922,Rbasal,0.004253548202804256
922,litterfall_start,256.2750661877537
923,alpha,0.015261050898067924
923,Rbasal,0.004151710546485817
923,litterfall_start,257.8882356074441
924,alpha,0.015261050898067924
924,Rbasal,0.004151710546485817
924,litterfall_start,257.53886850948106
925,alpha,0.015261050898067924
925,Rbasal,0.00410076879197834
925,litterfall_start,257.4333127824807
926,alpha,0.015261050898067924
926,Rbasal,0.004324512413583647
926,litterfall_start,257.4333127824807
927,alpha,0.015261050898067924
927,Rbasal,0.004397302154236401
927,litterfall_start,257.4333127824807
928,alpha,0.015261050898067924
928,Rbasal,0.004415327933792672
928,litterfall_start,256.6076260177071
929,alpha,0.015261050898067924
929,Rbasal,0.004614423994420982
929,litterfall_start,255.50558448034494
930,alpha,0.015230596235909711
930,Rbasal,0.004414893676182757
930,litterfall_start,255.41629783490475
931,alpha,0.015230596235909711
931,Rbasal,0.004497486563452477
931,litterfall_start,255.11436831325022
932,alpha,0.015230596235909711
932,Rbasal,0.00434855743924625
932,litterfall_start,255.6006790524065
933,alpha,0.015095821216225826
933,Rbasal,0.00422741704042296
933,litterfall_start,254.9939771602812
934,alpha,0.015095821216225826
934,Rbasal,0.00422741704042296
934,litterfall_start,254.9939771602812
935,alpha,0.015095821216225826
935,Rbasal,0.00422741704042296
935,litterfall_start,256.33394031748605
936,alpha,0.015095821216225826
936,Rbasal,0.004118912566601631
936,litterfall_start,256.67981230867724
937,alpha,0.015095821216225826
937,Rbasal,0.004227729893723363
937,litterfall_start,256.67981230867724
938,alpha,0.015095821216225826
938,Rbasal,0.0043576469791703765
938,litterfall_start,256.47393964168214
939,alpha,0.015095821216225826
939,Rbasal,0.00433338641820787
939,litterfall_start,256.7465779221923
940,alpha,0.015095821216225826
940,Rbasal,0.00433338641820787
940,litterfall_start,256.567969190575
941,alpha,0.01517361065662952
941,Rbasal,0.00433338641820787
941,litterfall_start,257.1796429505322
942,alpha,0.01517361065662952
942,Rbasal,0.004754081254213149
942,litterfall_start,257.33535029488684
943,alpha,0.01517361065662952
943,Rbasal,0.004754081254213149
943,litterfall_start,257.33535029488684
944,alpha,0.015421446465296773
944,Rbasal,0.004754081254213149
944,litterfall_start,257.33535029488684
945,alpha,0.015421446465296773
945,Rbasal,0.004754081254213149
945,litterfall_start,257.2709212486291
946,alpha,0.015421446465296773
946,Rbasal,0.004780838446762919
946,litterfall_start,256.8326586853656
947,alpha,0.01571089311079464
947,Rbasal,0.004618106345202226
947,litterfall_start,256.2681747149522
948,alpha,0.015096722453355249
948,Rbasal,0.004682963337354253
948,litterfall_start,256.55813124971536
949,alpha,0.015713395466965003
949,Rbasal,0.004682963337354253
949,litterfall_start,257.92026459010475
950,alpha,0.015793426476733808
950,Rbasal,0.004733837191708096
950,litterfall_start,256.63313138810366
951,alpha,0.015333031496303676
951,Rbasal,0.004733837191708096
951,litterfall_start,256.63313138810366
952,alpha,0.015333031496303676
952,Rbasal,0.004682402073983184
952,litterfall_start,256.99004929129853
953,alpha,0.015333031496303676
953,Rbasal,0.004774486654518413
953,litterfall_start,256.7317040732681
954,alpha,0.015333031496303676
954,Rbasal,0.004675046769196921
954,litterfall_start,257.2276640129378
955,alpha,0.015333031496303676
955,Rbasal,0.0045223825091878275
955,litterfall_start,256.07380024531295
956,alpha,0.015333031496303676
956,Rbasal,0.0045223825091878275
956,litterfall_start,255.92056430077946
957,alpha,0.015333031496303676
957,Rbasal,0.004473711150844749
957,litterfall_start,255.3952382968488
958,alpha,0.015333031496303676
958,Rbasal,0.00442500123296416
958,litterfall_start,255.73604328165632
959,alpha,0.015333031496303676
959,Rbasal,0.0043028633395203195
959,litterfall_start,254.4998612424629
960,alpha,0.015333031496303676
960,Rbasal,0.004446152052595642
960,litterfall_start,254.4998612424629
961,alpha,0.015333031496303676
961,Rbasal,0.004419721655807457
961,litterfall_start,255.8061206320036
962,alpha,0.015333031496303676
962,Rbasal,0.004419721655807457
962,litterfall_start,256.41930833503955
963,alpha,0.015426077938572254
963,Rbasal,0.004419721655807457
963,litterfall_start,256.5636422689704
964,alpha,0.015426077938572254
964,Rbasal,0.004430906698709177
964,litterfall_start,256.5636422689704
965,alpha,0.015426077938572254
965,Rbasal,0.0042671224435182
965,litterfall_start,256.8002351927319
966,alpha,0.015426077938572254
966,Rbasal,0.00432195217086337
966,litterfall_start,256.8002351927319
967,alpha,0.015426077938572254
967,Rbasal,0.00432195217086337
967,litterfall_start,257.35623657623205
968,alpha,0.015206205599370509
968,Rbasal,0.00432195217086337
968,litterfall_start,257.13833900814353
969,alpha,0.015192507852463101
969,Rbasal,0.0046298138859432875
969,litterfall_start,257.13833900814353
970,alpha,0.015192507852463101
970,Rbasal,0.0046298138859432875
970,litterfall_start,257.65381829733633
971,alpha,0.015192507852463101
971,Rbasal,0.004175319844779569
971,litterfall_start,259.0591688636184
972,alpha,0.015192507852463101
972,Rbasal,0.004252497887799144
972,litterfall_start,257.6720190320653
973,alpha,0.015192507852463101
973,Rbasal,0.004524845088994946
973,litterfall_start,257.6720190320653
974,alpha,0.015192507852463101
974,Rbasal,0.004524845088994946
974,litterfall_start,257.1971970761951
975,alpha,0.015520269539106634
975,Rbasal,0.004524845088994946
975,litterfall_start,255.48324232609392
976,alpha,0.015520269539106634
976,Rbasal,0.004521446204057223
976,litterfall_start,255.52158412134224
977,alpha,0.01567036132956963
977,Rbasal,0.0043182630221596805
977,litterfall_start,254.5703909963252
978,alpha,0.01567036132956963
978,Rbasal,0.0043182630221596805
978,litterfall_start,254.5703909963252
979,alpha,0.01567036132956963
979,Rbasal,0.0043182630221596805
979,litterfall_start,254.5703909963252
980,alpha,0.01567036132956963
980,Rbasal,0.0043182630221596805
980,litterfall_start,254.5703909963252
981,alpha,0.01567036132956963
981,Rbasal,0.0043182630221596805
981,litterfall_start,254.5703909963252
982,alpha,0.01567036132956963
982,Rbasal,0.0043182630221596805
982,litterfall_start,254.5703909963252
983,alpha,0.01567036132956963
983,Rbasal,0.0043182630221596805
983,litterfall_start,254.5703909963252
984,alpha,0.01567036132956963
984,Rbasal,0.0043182630221596805
984,litterfall_start,254.5703909963252
985,alpha,0.01567036132956963
985,Rbasal,0.0043182630221596805
985,litterfall_start,254.5703909963252
986,alpha,0.01567036132956963
986,Rbasal,0.0043182630221596805
986,litterfall_start,254.5703909963252
987,alpha,0.01567036132956963
987,Rbasal,0.0043182630221596805
987,litterfall_start,254.5703909963252
988,alpha,0.01567036132956963
988,Rbasal,0.0043182630221596805
988,litterfall_start,254.5703909963252
989,alpha,0.01567036132956963
989,Rbasal,0.0043182630221596805
989,litterfall_start,254.5703909963252
990,alpha,0.01567036132956963
990,Rbasal,0.0043182630221596805
990,litterfall_start,254.5703909963252
991,alpha,0.01567036132956963
991,Rbasal,0.0043182630221596805
991,litterfall_start,254.5703909963252
992,alpha,0.01567036132956963
992,Rbasal,0.0043182630221596805
992,litterfall_start,254.5703909963252
993,alpha,0.015379994844789382
993,Rbasal,0.0043182630221596805
993,litterfall_start,254.5703909963252
994,alpha,0.015374851895857423
994,Rbasal,0.0043182630221596805
994,litterfall_start,254.00796095895834
995,alpha,0.015374851895857423
995,Rbasal,0.004533396787500764
995,litterfall_start,254.00796095895834
996,alpha,0.015374851895857423
996,Rbasal,0.004533396787500764
996,litterfall_start,253.64812632006786
997,alpha,0.015374851895857423
997,Rbasal,0.004619749485084647
997,litterfall_start,252.4650493902105
998,alpha,0.015374851895857423
998,Rbasal,0.004605161132704118
998,litterfall_start,252.04432740009892
999,alpha,0.015374851895857423
999,Rbasal,0.004548422398953668
999,litterfall_start,250.78939943666234
1000,alpha,0.015641651351165044
1000,Rbasal,0.004438706568833356
1000,litterfall_start,250.30808257463303
1001,alpha,0.015641651351165044
1001,Rbasal,0.004397925462708446
1001,litterfall_start,251.04489735566256
1002,alpha,0.015641651351165044
1002,Rbasal,0.004336627859672547
1002,litterfall_start,250.95645754917385
1003,alpha,0.015641651351165044
1003,Rbasal,0.004336627859672547
1003,litterfall_start,250.15710160584575
1004,alpha,0.015641651351165044
1004,Rbasal,0.004390830123690812
1004,litterfall_start,250.15710160584575
1005,alpha,0.015540660826945385
1005,Rbasal,0.004390830123690812
1005,litterfall_start,250.15710160584575
1006,alpha,0.015540660826945385
1006,Rbasal,0.004390830123690812
1006,litterfall_start,250.15710160584575
1007,alpha,0.015540660826945385
1007,Rbasal,0.004390830123690812
1007,litterfall_start,250.15710160584575
1008,alpha,0.015540660826945385
1008,Rbasal,0.00465012970977568
1008,litterfall_start,250.9804515768917
1009,alpha,0.015540660826945385
1009,Rbasal,0.004566481853008436
1009,litterfall_start,251.09543504214014
1010,alpha,0.015540660826945385
1010,Rbasal,0.004566481853008436
1010,litterfall_start,250.59290500537026
1011,alpha,0.015540660826945385
1011,Rbasal,0.004441566042989441
1011,litterfall_start,251.06548191864397
1012,alpha,0.01545411955126158
1012,Rbasal,0.004339255324579356
1012,litterfall_start,252.01357463764387
1013,alpha,0.01545411955126158
1013,Rbasal,0.004519524928955368
1013,litterfall_start,253.01249497729978
1014,alpha,0.01545411955126158
1014,Rbasal,0.004838986536193265
1014,litterfall_start,251.48959887330048
1015,alpha,0.01545411955126158
1015,Rbasal,0.004685648466549752
1015,litterfall_start,253.13531562728343
1016,alpha,0.01545411955126158
1016,Rbasal,0.004398932287683884
1016,litterfall_start,253.479433222056
1017,alpha,0.01545411955126158
1017,Rbasal,0.004398932287683884
1017,litterfall_start,254.33780902254654
1018,alpha,0.01545411955126158
1018,Rbasal,0.0040861312397858975
1018,litterfall_start,256.40910597165987
1019,alpha,0.0152249464399148
1019,Rbasal,0.004281836790454576
1019,litterfall_start,256.40910597165987
1020,alpha,0.0152249464399148
1020,Rbasal,0.004281836790454576
1020,litterfall_start,255.05875317112478
1021,alpha,0.015408741703617317
1021,Rbasal,0.004430211036859866
1021,litterfall_start,255.05875317112478
1022,alpha,0.015408741703617317
1022,Rbasal,0.004467704905620492
1022,litterfall_start,256.51517509619845
1023,alpha,0.015408741703617317
1023,Rbasal,0.004743895052751208
1023,litterfall_start,256.27616733865034
1024,alpha,0.015408741703617317
1024,Rbasal,0.004743895052751208
1024,litterfall_start,257.61245662074305
1025,alpha,0.015408741703617317
1025,Rbasal,0.004743895052751208
1025,litterfall_start,257.61245662074305
1026,alpha,0.015153034563824842
1026,Rbasal,0.004793797211564728
1026,litterfall_start,258.115078589187
1027,alpha,0.015153034563824842
1027,Rbasal,0.004533287018189446
1027,litterfall_start,258.115078589187
1028,alpha,0.01531323682680449
1028,Rbasal,0.004533287018189446
1028,litterfall_start,256.18055553358744
1029,alpha,0.015664896160949307
1029,Rbasal,0.0046735227610927715
1029,litterfall_start,256.37674216987256
1030,alpha,0.01553278291879889
1030,Rbasal,0.0046735227610927715
1030,litterfall_start,257.65437429615247
1031,alpha,0.015138682024027095
1031,Rbasal,0.004529392615807973
1031,litterfall_start,257.1034626321855
1032,alpha,0.015138682024027095
1032,Rbasal,0.004339811783694717
1032,litterfall_start,256.9160157883289
1033,alpha,0.015138682024027095
1033,Rbasal,0.004316401256869111
1033,litterfall_start,257.53165081089037
1034,alpha,0.015138682024027095
1034,Rbasal,0.004562497153990563
1034,litterfall_start,256.0396285487714
1035,alpha,0.015138682024027095
1035,Rbasal,0.004514767100122567
1035,litterfall_start,256.0396285487714
1036,alpha,0.015138682024027095
1036,Rbasal,0.004355946946545209
1036,litterfall_start,256.0396285487714
1037,alpha,0.015138682024027095
1037,Rbasal,0.0042464602893612985
1037,litterfall_start,256.11054806215157
1038,alpha,0.015138682024027095
1038,Rbasal,0.004287806123588947
1038,litterfall_start,256.14919785109555
1039,alpha,0.015142160605267704
1039,Rbasal,0.0044723399204048865
1039,litterfall_start,254.9310158252713
1040,alpha,0.015638126165127535
1040,Rbasal,0.0044723399204048865
1040,litterfall_start,254.9310158252713
1041,alpha,0.015638126165127535
1041,Rbasal,0.0044723399204048865
1041,litterfall_start,255.55126294430295
1042,alpha,0.015197511323262714
1042,Rbasal,0.0044723399204048865
1042,litterfall_start,254.4963260718159
1043,alpha,0.015197511323262714
1043,Rbasal,0.0044381862597645825
1043,litterfall_start,254.91764052061714
1044,alpha,0.015197511323262714
1044,Rbasal,0.004678511562761301
1044,litterfall_start,254.7247515107501
1045,alpha,0.015197511323262714
1045,Rbasal,0.004678511562761301
1045,litterfall_start,254.7247515107501
1046,alpha,0.015330806829722429
1046,Rbasal,0.004678511562761301
1046,litterfall_start,254.7247515107501
1047,alpha,0.015419833974239629
1047,Rbasal,0.004678511562761301
1047,litterfall_start,256.18866737753643
1048,alpha,0.015419833974239629
1048,Rbasal,0.004702341914007697
1048,litterfall_start,256.18866737753643
1049,alpha,0.015419833974239629
1049,Rbasal,0.004723992527673532
1049,litterfall_start,257.15673524032013
1050,alpha,0.015419833974239629
1050,Rbasal,0.004723992527673532
1050,litterfall_start,257.15673524032013
1051,alpha,0.015419833974239629
1051,Rbasal,0.004680491250302224
1051,litterfall_start,258.4146929422118
1052,alpha,0.015092221475934657
1052,Rbasal,0.004559899569048058
1052,litterfall_start,257.79689969566243
1053,alpha,0.015092221475934657
1053,Rbasal,0.004559899569048058
1053,litterfall_start,257.79689969566243
1054,alpha,0.015092221475934657
1054,Rbasal,0.004559899569048058
1054,litterfall_start,258.1470960083611
1055,alpha,0.015092221475934657
1055,Rbasal,0.004788042891390873
1055,litterfall_start,257.43865591453715
1056,alpha,0.015092221475934657
1056,Rbasal,0.004788042891390873
1056,litterfall_start,257.43865591453715
1057,alpha,0.015092221475934657
1057,Rbasal,0.004788042891390873
1057,litterfall_start,256.9416263833944
1058,alpha,0.015092221475934657
1058,Rbasal,0.004788042891390873
1058,litterfall_start,256.71472465557935
1059,alpha,0.015092221475934657
1059,Rbasal,0.004816449649109644
1059,litterfall_start,256.67773855770116
1060,alpha,0.015092221475934657
1060,Rbasal,0.004688415038998856
1060,litterfall_start,256.67773855770116
1061,alpha,0.015020365803057349
1061,Rbasal,0.004636818552649625
1061,litterfall_start,257.5842317932387
1062,alpha,0.015020365803057349
1062,Rbasal,0.004636818552649625
1062,litterfall_start,256.77174239668835
1063,alpha,0.015020365803057349
1063,Rbasal,0.004636818552649625
1063,litterfall_start,257.3600343518801
1064,alpha,0.015020365803057349
1064,Rbasal,0.004636818552649625
1064,litterfall_start,259.15803389855006
