iter,parameter,value
549,alpha,0.015227031150840125
549,Rbasal,0.005133794941692684
549,litterfall_start,253.91169208019357
550,alpha,0.015758570952713682
550,Rbasal,0.005133794941692684
550,litterfall_start,253.91169208019357
551,alpha,0.015758570952713682
551,Rbasal,0.005203057136010391
551,litterfall_start,253.91596617363342
552,alpha,0.015758570952713682
552,Rbasal,0.005213660761307419
552,litterfall_start,253.45603869644822
553,alpha,0.015758570952713682
553,Rbasal,0.005213660761307419
553,litterfall_start,252.90175260867917
554,alpha,0.015758570952713682
554,Rbasal,0.005213660761307419
554,litterfall_start,253.70105624598227
555,alpha,0.015416074386184591
555,Rbasal,0.005213660761307419
555,litterfall_start,252.66204289088742
556,alpha,0.015416074386184591
556,Rbasal,0.005139211352876538
556,litterfall_start,252.66204289088742
557,alpha,0.015416074386184591
557,Rbasal,0.0051311829720320605
557,litterfall_start,252.66204289088742
558,alpha,0.01555933118469883
558,Rbasal,0.005014721015388298
558,litterfall_start,252.66204289088742
559,alpha,0.01555933118469883
559,Rbasal,0.004794188126550483
559,litterfall_start,253.02647119057036
560,alpha,0.015234815064546882
560,Rbasal,0.004564595139888755
560,litterfall_start,252.6270737277946
561,alpha,0.015234815064546882
561,Rbasal,0.004564595139888755
561,litterfall_start,252.3370208949358
562,alpha,0.015471048377476534
562,Rbasal,0.004564595139888755
562,litterfall_start,252.3370208949358
563,alpha,0.015471048377476534
563,Rbasal,0.004564595139888755
563,litterfall_start,253.01636653224114
564,alpha,0.015327776635438916
564,Rbasal,0.004635361402643218
564,litterfall_start,254.30903727606196
565,alpha,0.015327776635438916
565,Rbasal,0.004635361402643218
565,litterfall_start,254.03872896191612
566,alpha,0.015327776635438916
566,Rbasal,0.004494762573616183
566,litterfall_start,254.03872896191612
567,alpha,0.015327776635438916
567,Rbasal,0.004786859894846876
567,litterfall_start,254.40426594711667
568,alpha,0.015327776635438916
568,Rbasal,0.004714146948848625
568,litterfall_start,254.40426594711667
569,alpha,0.015327776635438916
569,Rbasal,0.004477605946330191
569,litterfall_start,253.39827745946252
570,alpha,0.015327776635438916
570,Rbasal,0.004552963146528141
570,litterfall_start,253.39827745946252
571,alpha,0.015327776635438916
571,Rbasal,0.004673987894449823
571,litterfall_start,253.94251779377387
572,alpha,0.015327776635438916
572,Rbasal,0.0046085580724060105
572,litterfall_start,253.47398458947094
573,alpha,0.015327776635438916
573,Rbasal,0.004302030936805247
573,litterfall_start,252.70826186059068
574,alpha,0.015327776635438916
574,Rbasal,0.004302030936805247
574,litterfall_start,252.70826186059068
575,alpha,0.015367333164904158
575,Rbasal,0.004594793551553259
575,litterfall_start,251.79881039109833
576,alpha,0.015309650201711544
576,Rbasal,0.004501569644249942
576,litterfall_start,252.99539314332776
577,alpha,0.01549408434987571
577,Rbasal,0.004501569644249942
577,litterfall_start,252.8786981302742
578,alpha,0.01549408434987571
578,Rbasal,0.004507529038554873
578,litterfall_start,252.2187172636275
579,alpha,0.01549408434987571
579,Rbasal,0.004507529038554873
579,litterfall_start,252.2187172636275
580,alpha,0.01518165737564343
580,Rbasal,0.0043233150947980985
580,litterfall_start,252.44040794663755
581,alpha,0.01518165737564343
581,Rbasal,0.0043233150947980985
581,litterfall_start,252.44040794663755
582,alpha,0.01518165737564343
582,Rbasal,0.0043233150947980985
582,litterfall_start,252.44040794663755
583,alpha,0.01518165737564343
583,Rbasal,0.0043233150947980985
583,litterfall_start,252.44040794663755
584,alpha,0.015534928786102192
584,Rbasal,0.0043233150947980985
584,litterfall_start,253.1149498119389
585,alpha,0.015071753624337783
585,Rbasal,0.004582471921849826
585,litterfall_start,253.1149498119389
586,alpha,0.015071753624337783
586,Rbasal,0.004582471921849826
586,litterfall_start,253.1149498119389
587,alpha,0.015071753624337783
587,Rbasal,0.004582471921849826
587,litterfall_start,253.1149498119389
588,alpha,0.015580825185115846
588,Rbasal,0.004582471921849826
588,litterfall_start,253.1149498119389
589,alpha,0.015580825185115846
589,Rbasal,0.004582471921849826
589,litterfall_start,253.2893978367666
590,alpha,0.015580825185115846
590,Rbasal,0.004711944361328414
590,litterfall_start,253.2893978367666
591,alpha,0.015519657099079476
591,Rbasal,0.004711944361328414
591,litterfall_start,253.5683054343331
592,alpha,0.01543157472739091
592,Rbasal,0.004546322353245106
592,litterfall_start,252.9020253711654
593,alpha,0.01543157472739091
593,Rbasal,0.004681574994420862
593,litterfall_start,252.82072155153838
594,alpha,0.01543157472739091
594,Rbasal,0.00443499053050144
594,litterfall_start,252.78411791979903
595,alpha,0.015438220358957078
595,Rbasal,0.004697613062352999
595,litterfall_start,251.87565510514233
596,alpha,0.015438220358957078
596,Rbasal,0.004697613062352999
596,litterfall_start,254.35569753216
597,alpha,0.015438220358957078
597,Rbasal,0.004462060768252598
597,litterfall_start,255.37694697509187
598,alpha,0.015438220358957078
598,Rbasal,0.004225715966102419
598,litterfall_start,254.99436341429154
599,alpha,0.015438220358957078
599,Rbasal,0.004225715966102419
599,litterfall_start,254.78863727013993
600,alpha,0.015438220358957078
600,Rbasal,0.004296463546697605
600,litterfall_start,254.55208853067916
601,alpha,0.015438220358957078
601,Rbasal,0.00461850227741232
601,litterfall_start,254.55208853067916
602,alpha,0.015438220358957078
602,Rbasal,0.00461850227741232
602,litterfall_start,254.3994698541042
603,alpha,0.015438220358957078
603,Rbasal,0.00461850227741232
603,litterfall_start,253.09837157171393
604,alpha,0.015438220358957078
604,Rbasal,0.0044327377360703375
604,litterfall_start,253.19089328995284
605,alpha,0.015438220358957078
605,Rbasal,0.004659863773638545
605,litterfall_start,253.19089328995284
606,alpha,0.015438220358957078
606,Rbasal,0.00461091694928598
606,litterfall_start,253.45222042035635
607,alpha,0.015438220358957078
607,Rbasal,0.004845975959407926
607,litterfall_start,251.93413477047977
608,alpha,0.015438220358957078
608,Rbasal,0.004845975959407926
608,litterfall_start,252.10887431929478
609,alpha,0.015438220358957078
609,Rbasal,0.004752060950402457
609,litterfall_start,252.10887431929478
610,alpha,0.015438220358957078
610,Rbasal,0.004643201015441808
610,litterfall_start,252.10887431929478
611,alpha,0.015438220358957078
611,Rbasal,0.0046415360779270025
611,litterfall_start,253.0668579049509
612,alpha,0.015438220358957078
612,Rbasal,0.0046415360779270025
612,litterfall_start,253.77565616613654
613,alpha,0.015438220358957078
613,Rbasal,0.004584099153238784
613,litterfall_start,253.44902829705757
614,alpha,0.015438220358957078
614,Rbasal,0.0044626086135559325
614,litterfall_start,253.05777987452583
615,alpha,0.015438220358957078
615,Rbasal,0.004309763467342094
615,litterfall_start,253.54196853427362
616,alpha,0.015438220358957078
616,Rbasal,0.004315140966943144
616,litterfall_start,252.67943028807633
617,alpha,0.015438220358957078
617,Rbasal,0.004315140966943144
617,litterfall_start,252.06958142663856
618,alpha,0.015438220358957078
618,Rbasal,0.0040952791329343366
618,litterfall_start,253.15514596764373
619,alpha,0.015438220358957078
619,Rbasal,0.0040952791329343366
619,litterfall_start,253.15514596764373
620,alpha,0.015438220358957078
620,Rbasal,0.0040952791329343366
620,litterfall_start,253.15514596764373
621,alpha,0.015438220358957078
621,Rbasal,0.0040952791329343366
621,litterfall_start,254.18404151484776
622,alpha,0.015438220358957078
622,Rbasal,0.004149859206037706
622,litterfall_start,253.28531967065595
623,alpha,0.015438220358957078
623,Rbasal,0.004138379322302509
623,litterfall_start,253.28531967065595
624,alpha,0.015438220358957078
624,Rbasal,0.004138379322302509
624,litterfall_start,253.28531967065595
625,alpha,0.015438220358957078
625,Rbasal,0.004104267081208121
625,litterfall_start,253.3544282774185
626,alpha,0.0155255104507067
626,Rbasal,0.004124320463950976
626,litterfall_start,252.0704060550367
627,alpha,0.0155255104507067
627,Rbasal,0.004124320463950976
627,litterfall_start,253.1423505262955
628,alpha,0.015402963018007993
628,Rbasal,0.0044523995047808206
628,litterfall_start,253.1423505262955
629,alpha,0.015195631970421406
629,Rbasal,0.004444258949927825
629,litterfall_start,254.28171843614246
630,alpha,0.015195631970421406
630,Rbasal,0.004950657150626894
630,litterfall_start,256.72089067140763
631,alpha,0.015195631970421406
631,Rbasal,0.004950657150626894
631,litterfall_start,256.72089067140763
632,alpha,0.015195631970421406
632,Rbasal,0.004950657150626894
632,litterfall_start,257.06663575699025
633,alpha,0.01546525829076087
633,Rbasal,0.004661280035796968
633,litterfall_start,257.06663575699025
634,alpha,0.015762116710454122
634,Rbasal,0.0044836855322396415
634,litterfall_start,257.3033089657662
635,alpha,0.015762116710454122
635,Rbasal,0.0044836855322396415
635,litterfall_start,257.3033089657662
636,alpha,0.015762116710454122
636,Rbasal,0.0044836855322396415
636,litterfall_start,257.3033089657662
637,alpha,0.015762116710454122
637,Rbasal,0.0044836855322396415
637,litterfall_start,257.3033089657662
638,alpha,0.015762116710454122
638,Rbasal,0.0044836855322396415
638,litterfall_start,257.3033089657662
639,alpha,0.015762116710454122
639,Rbasal,0.0044836855322396415
639,litterfall_start,257.3033089657662
640,alpha,0.015762116710454122
640,Rbasal,0.0044836855322396415
640,litterfall_start,257.3033089657662
641,alpha,0.015762116710454122
641,Rbasal,0.0044836855322396415
641,litterfall_start,257.3033089657662
642,alpha,0.015762116710454122
642,Rbasal,0.0044836855322396415
642,litterfall_start,257.3033089657662
643,alpha,0.015762116710454122
643,Rbasal,0.0044836855322396415
643,litterfall_start,257.3033089657662
644,alpha,0.015762116710454122
644,Rbasal,0.0044836855322396415
644,litterfall_start,257.3033089657662
645,alpha,0.015762116710454122
645,Rbasal,0.0044836855322396415
645,litterfall_start,257.3033089657662
646,alpha,0.015762116710454122
646,Rbasal,0.004581687592837968
646,litterfall_start,255.8204586571278
647,alpha,0.015762116710454122
647,Rbasal,0.0045923460024440916
647,litterfall_start,257.01027110140075
648,alpha,0.015381179083836466
648,Rbasal,0.0045923460024440916
648,litterfall_start,257.01027110140075
649,alpha,0.015381179083836466
649,Rbasal,0.004693278471648631
649,litterfall_start,254.4064362392503
650,alpha,0.015381179083836466
650,Rbasal,0.00491733935158895
650,litterfall_start,252.23751122620203
651,alpha,0.015381179083836466
651,Rbasal,0.0047362692295192365
651,litterfall_start,252.32248446961742
652,alpha,0.015381179083836466
652,Rbasal,0.004799162823256553
652,litterfall_start,253.61104112288254
653,alpha,0.015381179083836466
653,Rbasal,0.004799162823256553
653,litterfall_start,253.61104112288254
654,alpha,0.015381179083836466
654,Rbasal,0.004799162823256553
654,litterfall_start,252.64826393749408
655,alpha,0.015381179083836466
655,Rbasal,0.004976157854245438
655,litterfall_start,252.42511844848957
656,alpha,0.015381179083836466
656,Rbasal,0.004974694305571619
656,litterfall_start,254.37365889677184
657,alpha,0.015381179083836466
657,Rbasal,0.004974694305571619
657,litterfall_start,256.3091787877217
658,alpha,0.015381179083836466
658,Rbasal,0.004942429456575529
658,litterfall_start,255.6832450715705
659,alpha,0.015381179083836466
659,Rbasal,0.005039614002901678
659,litterfall_start,254.8753885247292
660,alpha,0.015381179083836466
660,Rbasal,0.005039614002901678
660,litterfall_start,254.8753885247292
661,alpha,0.015219021411287784
661,Rbasal,0.004805860399531358
661,litterfall_start,254.8753885247292
662,alpha,0.015219021411287784
662,Rbasal,0.004805860399531358
662,litterfall_start,253.50425286371785
663,alpha,0.015219021411287784
663,Rbasal,0.004476340360033118
663,litterfall_start,253.50425286371785
664,alpha,0.015219021411287784
664,Rbasal,0.004476340360033118
664,litterfall_start,254.81510676254
665,alpha,0.015219021411287784
665,Rbasal,0.0047529194824087765
665,litterfall_start,256.2186089640284
666,alpha,0.015268676859028402
666,Rbasal,0.0047529194824087765
666,litterfall_start,256.2186089640284
667,alpha,0.015268676859028402
667,Rbasal,0.004789056865857134
667,litterfall_start,256.5836288111311
668,alpha,0.015268676859028402
668,Rbasal,0.00464705908108928
668,litterfall_start,256.5836288111311
669,alpha,0.01526905266847853
669,Rbasal,0.004671770037818293
669,litterfall_start,255.0570209898238
670,alpha,0.01526905266847853
670,Rbasal,0.004652267146644982
670,litterfall_start,255.63542809632662
671,alpha,0.01526905266847853
671,Rbasal,0.004652267146644982
671,litterfall_start,254.8436029921457
672,alpha,0.015315329014752707
672,Rbasal,0.004500362376810009
672,litterfall_start,255.47826571412259
673,alpha,0.015162356179460074
673,Rbasal,0.004758617590362618
673,litterfall_start,253.60300963509567
674,alpha,0.015393017818331994
674,Rbasal,0.004758617590362618
674,litterfall_start,253.60300963509567
675,alpha,0.015393017818331994
675,Rbasal,0.004841447086382245
675,litterfall_start,254.84005814745342
676,alpha,0.015393017818331994
676,Rbasal,0.004791014452469939
676,litterfall_start,253.10109932390728
677,alpha,0.015393017818331994
677,Rbasal,0.00488976339113289
677,litterfall_start,252.21936389922115
678,alpha,0.015393017818331994
678,Rbasal,0.00494679239555717
678,litterfall_start,252.21936389922115
679,alpha,0.015393017818331994
679,Rbasal,0.00494679239555717
679,litterfall_start,253.3077143114211
680,alpha,0.01537351153332224
680,Rbasal,0.005044258760163296
680,litterfall_start,253.00373151500813
681,alpha,0.01537351153332224
681,Rbasal,0.005044258760163296
681,litterfall_start,253.00373151500813
682,alpha,0.01537351153332224
682,Rbasal,0.005044258760163296
682,litterfall_start,253.00373151500813
683,alpha,0.015383463670074952
683,Rbasal,0.005044258760163296
683,litterfall_start,253.00373151500813
684,alpha,0.015383463670074952
684,Rbasal,0.004947876367038221
684,litterfall_start,253.00373151500813
685,alpha,0.015383463670074952
685,Rbasal,0.0050131438128915295
685,litterfall_start,253.60075178202277
686,alpha,0.015383463670074952
686,Rbasal,0.0050131438128915295
686,litterfall_start,255.28649819573928
687,alpha,0.01549578632852373
687,Rbasal,0.004904717272929312
687,litterfall_start,254.5823521905391
688,alpha,0.01549578632852373
688,Rbasal,0.005134155521353783
688,litterfall_start,255.4353626175242
689,alpha,0.01549578632852373
689,Rbasal,0.005134155521353783
689,litterfall_start,255.4353626175242
690,alpha,0.01549578632852373
690,Rbasal,0.005134155521353783
690,litterfall_start,255.4353626175242
691,alpha,0.01549578632852373
691,Rbasal,0.005134155521353783
691,litterfall_start,255.4353626175242
692,alpha,0.01549578632852373
692,Rbasal,0.004975041221674192
692,litterfall_start,255.4353626175242
693,alpha,0.01549578632852373
693,Rbasal,0.0048404255911738935
693,litterfall_start,255.4353626175242
694,alpha,0.01549578632852373
694,Rbasal,0.0048404255911738935
694,litterfall_start,255.74311061845302
695,alpha,0.01549578632852373
695,Rbasal,0.0048404255911738935
695,litterfall_start,256.5776033766885
696,alpha,0.01515969708376211
696,Rbasal,0.004902766005693568
696,litterfall_start,256.0343538731289
697,alpha,0.01515969708376211
697,Rbasal,0.0046670382801896615
697,litterfall_start,257.0142114233507
698,alpha,0.01515969708376211
698,Rbasal,0.004384818599451035
698,litterfall_start,257.0142114233507
699,alpha,0.015242038590877294
699,Rbasal,0.004384818599451035
699,litterfall_start,257.0142114233507
700,alpha,0.015242038590877294
700,Rbasal,0.004384818599451035
700,litterfall_start,255.46626380318426
701,alpha,0.015242038590877294
701,Rbasal,0.004229062618535155
701,litterfall_start,255.94978901974085
702,alpha,0.015242038590877294
702,Rbasal,0.004229062618535155
702,litterfall_start,255.94978901974085
703,alpha,0.015242038590877294
703,Rbasal,0.004314607319791613
703,litterfall_start,256.4001932317606
704,alpha,0.015242038590877294
704,Rbasal,0.004137622171407729
704,litterfall_start,256.40881517927534
705,alpha,0.015242038590877294
705,Rbasal,0.004137622171407729
705,litterfall_start,256.40881517927534
706,alpha,0.015242038590877294
706,Rbasal,0.004086696527746473
706,litterfall_start,255.37684496956382
707,alpha,0.015242038590877294
707,Rbasal,0.004267263404117676
707,litterfall_start,256.1124110698014
708,alpha,0.015242038590877294
708,Rbasal,0.004030934826589117
708,litterfall_start,258.53060556121665
709,alpha,0.015242038590877294
709,Rbasal,0.004030934826589117
709,litterfall_start,258.53060556121665
710,alpha,0.015391787425434131
710,Rbasal,0.004030934826589117
710,litterfall_start,258.9368725235089
711,alpha,0.015391787425434131
711,Rbasal,0.0040613374386039396
711,litterfall_start,257.8065842395701
712,alpha,0.014892227311555723
712,Rbasal,0.004176484280800149
712,litterfall_start,258.4569267132842
713,alpha,0.014892227311555723
713,Rbasal,0.004176484280800149
713,litterfall_start,258.4569267132842
714,alpha,0.014892227311555723
714,Rbasal,0.004176484280800149
714,litterfall_start,258.4569267132842
715,alpha,0.014892227311555723
715,Rbasal,0.004176484280800149
715,litterfall_start,259.4458113723929
716,alpha,0.015085845038098828
716,Rbasal,0.004176484280800149
716,litterfall_start,259.4458113723929
717,alpha,0.015085845038098828
717,Rbasal,0.004302012028421859
717,litterfall_start,259.0950347202631
718,alpha,0.015375897700176985
718,Rbasal,0.004302012028421859
718,litterfall_start,259.0312581195698
719,alpha,0.015440007972527986
719,Rbasal,0.004517061918935598
719,litterfall_start,259.86808342242637
720,alpha,0.015440007972527986
720,Rbasal,0.004865396403018411
720,litterfall_start,260.79203464300014
721,alpha,0.015440007972527986
721,Rbasal,0.004865396403018411
721,litterfall_start,259.90544713377307
722,alpha,0.015672195426036265
722,Rbasal,0.004990137709191895
722,litterfall_start,259.6824347241055
723,alpha,0.015672195426036265
723,Rbasal,0.004906176086711512
723,litterfall_start,258.9959612237753
724,alpha,0.015672195426036265
724,Rbasal,0.004812012704387387
724,litterfall_start,258.9959612237753
725,alpha,0.015672195426036265
725,Rbasal,0.004812012704387387
725,litterfall_start,258.05832151449164
726,alpha,0.015672195426036265
726,Rbasal,0.004727817930561967
726,litterfall_start,257.0791098276295
727,alpha,0.015672195426036265
727,Rbasal,0.004711442229844746
727,litterfall_start,257.8315984907811
728,alpha,0.015672195426036265
728,Rbasal,0.00484703943081138
728,litterfall_start,257.8315984907811
729,alpha,0.015672195426036265
729,Rbasal,0.00484703943081138
729,litterfall_start,258.71039063940844
730,alpha,0.015672195426036265
730,Rbasal,0.004728561829968919
730,litterfall_start,258.40773099394806
731,alpha,0.015311883266083771
731,Rbasal,0.004728561829968919
731,litterfall_start,256.85006783247616
732,alpha,0.015569599767235712
732,Rbasal,0.004663105336352709
732,litterfall_start,258.30107019239625
733,alpha,0.015569599767235712
733,Rbasal,0.004648656600244506
733,litterfall_start,256.56375775140054
734,alpha,0.015569599767235712
734,Rbasal,0.004599482227703614
734,litterfall_start,256.77488278419634
735,alpha,0.015569599767235712
735,Rbasal,0.004804540457215496
735,litterfall_start,256.79657226565394
736,alpha,0.015961488764923544
736,Rbasal,0.004654045096680307
736,litterfall_start,256.3388753204022
737,alpha,0.015961488764923544
737,Rbasal,0.004654045096680307
737,litterfall_start,256.3388753204022
738,alpha,0.015961488764923544
738,Rbasal,0.004654045096680307
738,litterfall_start,256.3388753204022
739,alpha,0.015189925708386334
739,Rbasal,0.004654045096680307
739,litterfall_start,256.3388753204022
740,alpha,0.015189925708386334
740,Rbasal,0.004654045096680307
740,litterfall_start,257.1386555237402
741,alpha,0.01549712429369723
741,Rbasal,0.004264975824578299
741,litterfall_start,257.1386555237402
742,alpha,0.01549712429369723
742,Rbasal,0.004264975824578299
742,litterfall_start,256.53819151802554
743,alpha,0.015047685347165435
743,Rbasal,0.004399715366813273
743,litterfall_start,256.53819151802554
744,alpha,0.015047685347165435
744,Rbasal,0.004377539510078766
744,litterfall_start,257.40639059217864
745,alpha,0.01522163561588993
745,Rbasal,0.004202719284895479
745,litterfall_start,256.1770648639331
746,alpha,0.01522163561588993
746,Rbasal,0.004202719284895479
746,litterfall_start,257.258208430357
747,alpha,0.01522163561588993
747,Rbasal,0.004202719284895479
747,litterfall_start,257.33025987046045
748,alpha,0.015153026611277971
748,Rbasal,0.004283953945979807
748,litterfall_start,257.46305817834605
749,alpha,0.015153026611277971
749,Rbasal,0.004492813240744919
749,litterfall_start,256.7725410376348
750,alpha,0.015153026611277971
750,Rbasal,0.004632809386098046
750,litterfall_start,256.58210685658713
751,alpha,0.015153026611277971
751,Rbasal,0.004691377683956167
751,litterfall_start,257.5396824292612
752,alpha,0.015153026611277971
752,Rbasal,0.004691377683956167
752,litterfall_start,257.5396824292612
753,alpha,0.0154281218229715
753,Rbasal,0.00463166334574373
753,litterfall_start,258.15391704584476
754,alpha,0.0154281218229715
754,Rbasal,0.00458982127292698
754,litterfall_start,257.6588865852292
755,alpha,0.0154281218229715
755,Rbasal,0.00458982127292698
755,litterfall_start,257.6588865852292
756,alpha,0.015266499959472202
756,Rbasal,0.0047425222068834495
756,litterfall_start,257.6588865852292
757,alpha,0.015266499959472202
757,Rbasal,0.004563315637097849
757,litterfall_start,257.6588865852292
758,alpha,0.015266499959472202
758,Rbasal,0.004563315637097849
758,litterfall_start,257.6588865852292
759,alpha,0.015266499959472202
759,Rbasal,0.004469584525307264
759,litterfall_start,256.532889697297
760,alpha,0.015266499959472202
760,Rbasal,0.00441487242775737
760,litterfall_start,257.51223225591036
761,alpha,0.015266499959472202
761,Rbasal,0.004490944019125411
761,litterfall_start,256.4582812592173
762,alpha,0.015266499959472202
762,Rbasal,0.004625056653044461
762,litterfall_start,257.4991115406856
763,alpha,0.015266499959472202
763,Rbasal,0.004625056653044461
763,litterfall_start,257.1906678549768
764,alpha,0.015266499959472202
764,Rbasal,0.005046763172408191
764,litterfall_start,258.94016864315057
765,alpha,0.015266499959472202
765,Rbasal,0.005046763172408191
765,litterfall_start,258.94016864315057
766,alpha,0.015266499959472202
766,Rbasal,0.005046763172408191
766,litterfall_start,258.94016864315057
767,alpha,0.015266499959472202
767,Rbasal,0.005046763172408191
767,litterfall_start,258.94016864315057
768,alpha,0.015266499959472202
768,Rbasal,0.005046763172408191
768,litterfall_start,258.94016864315057
769,alpha,0.015266499959472202
769,Rbasal,0.005046763172408191
769,litterfall_start,258.94016864315057
770,alpha,0.015266499959472202
770,Rbasal,0.0049939402648883895
770,litterfall_start,258.94016864315057
771,alpha,0.015588412958948005
771,Rbasal,0.004789141677903253
771,litterfall_start,257.8966448133418
772,alpha,0.015588412958948005
772,Rbasal,0.004920160361167632
772,litterfall_start,258.10905036039827
773,alpha,0.01546371887558681
773,Rbasal,0.004578015395045492
773,litterfall_start,258.44213735773906
774,alpha,0.01546371887558681
774,Rbasal,0.004459504383699846
774,litterfall_start,258.64073465577536
775,alpha,0.01546371887558681
775,Rbasal,0.004760161431493231
775,litterfall_start,259.9007111491546
776,alpha,0.01546371887558681
776,Rbasal,0.0046460947667352655
776,litterfall_start,259.36821318307517
777,alpha,0.01546371887558681
777,Rbasal,0.004285366147825673
777,litterfall_start,259.9429072283164
778,alpha,0.01546371887558681
778,Rbasal,0.004372323678585832
778,litterfall_start,258.9711398603499
779,alpha,0.01546371887558681
779,Rbasal,0.004371533036481972
779,litterfall_start,258.9711398603499
780,alpha,0.01546371887558681
780,Rbasal,0.004536236227857965
780,litterfall_start,258.9711398603499
781,alpha,0.01546371887558681
781,Rbasal,0.00449775748766476
781,litterfall_start,259.6275304648092
782,alpha,0.01546371887558681
782,Rbasal,0.0043788708120401885
782,litterfall_start,258.20843447021963
783,alpha,0.01546371887558681
783,Rbasal,0.0043788708120401885
783,litterfall_start,258.20843447021963
784,alpha,0.01546371887558681
