datetime,variable,observation,site_id
2019-07-12,lai,2,OSBS
2019-07-20,lai,1.3,OSBS
2019-07-28,lai,1.8,OSBS
2019-08-05,lai,1.9000000000000001,OSBS
2019-08-13,lai,1.4000000000000001,OSBS
2019-08-21,lai,1.6,OSBS
2019-09-06,lai,1.7000000000000002,OSBS
2019-09-14,lai,1.6,OSBS
2019-11-17,lai,1.1,OSBS
2019-12-03,lai,1,OSBS
2019-12-19,lai,1,OSBS
2019-12-27,lai,1,OSBS
2020-01-01,lai,1,OSBS
2020-01-09,lai,0.9,OSBS
2020-01-17,lai,1,OSBS
2020-01-25,lai,1.2000000000000002,OSBS
2020-02-02,lai,1.3,OSBS
2020-02-10,lai,1.1,OSBS
2020-02-26,lai,1.3,OSBS
2020-03-05,lai,1.1,OSBS
2020-03-13,lai,1,OSBS
2020-04-06,lai,1.6,OSBS
2020-04-30,lai,1.5,OSBS
2020-06-01,lai,1.5,OSBS
2020-06-09,lai,1.8,OSBS
2020-06-17,lai,1.8,OSBS
2020-07-11,lai,1.7000000000000002,OSBS
2020-08-20,lai,1.6,OSBS
2020-08-28,lai,1.5,OSBS
2020-09-05,lai,1.8,OSBS
2020-09-13,lai,1.8,OSBS
2020-10-07,lai,1.5,OSBS
2020-10-23,lai,1.3,OSBS
2020-12-02,lai,1.1,OSBS
2020-12-10,lai,0.9,OSBS
2020-12-18,lai,1.2000000000000002,OSBS
2020-12-26,lai,1.1,OSBS
2021-01-01,lai,1.1,OSBS
2021-01-09,lai,1,OSBS
2021-01-17,lai,1,OSBS
2021-01-25,lai,1.2000000000000002,OSBS
2021-02-10,lai,1.1,OSBS
2021-02-18,lai,1.2000000000000002,OSBS
2021-03-06,lai,1.3,OSBS
2021-03-22,lai,1.5,OSBS
2021-03-30,lai,1.6,OSBS
2021-04-07,lai,1.7000000000000002,OSBS
2021-04-15,lai,1.9000000000000001,OSBS
2021-04-23,lai,1.8,OSBS
2021-05-01,lai,1.6,OSBS
2021-05-17,lai,1.6,OSBS
2021-06-26,lai,1.3,OSBS
2021-07-12,lai,1.6,OSBS
2021-07-20,lai,1.5,OSBS
2021-07-28,lai,1.7000000000000002,OSBS
2021-08-13,lai,1.8,OSBS
2021-08-21,lai,1.4000000000000001,OSBS
2021-09-06,lai,1.2000000000000002,OSBS
2021-09-22,lai,1.6,OSBS
2021-09-30,lai,1.4000000000000001,OSBS
2021-11-17,lai,1,OSBS
2021-11-25,lai,1.1,OSBS
2021-12-11,lai,1,OSBS
2021-12-19,lai,1,OSBS
2021-12-27,lai,1,OSBS
2022-01-01,lai,0.9,OSBS
2022-01-09,lai,1,OSBS
2022-01-25,lai,1,OSBS
2022-02-10,lai,1.3,OSBS
2022-02-18,lai,1.2000000000000002,OSBS
2022-02-26,lai,1.2000000000000002,OSBS
2022-03-14,lai,1.5,OSBS
2022-03-22,lai,1.5,OSBS
2022-03-30,lai,1.5,OSBS
2022-04-15,lai,1.6,OSBS
2022-05-01,lai,1.3,OSBS
2022-05-09,lai,1.9000000000000001,OSBS
2022-05-17,lai,1.2000000000000002,OSBS
2022-06-02,lai,1.6,OSBS
2022-06-10,lai,1.8,OSBS
2022-07-12,lai,1.6,OSBS
2022-07-20,lai,1.5,OSBS
2022-07-28,lai,1.6,OSBS
2022-08-05,lai,1.4000000000000001,OSBS
2022-09-06,lai,1.7000000000000002,OSBS
2022-09-14,lai,1.8,OSBS
2022-09-22,lai,1.6,OSBS
2022-09-30,lai,1.5,OSBS
2022-10-24,lai,1.4000000000000001,OSBS
2022-11-17,lai,1,OSBS
2022-11-25,lai,1.1,OSBS
2022-12-03,lai,1,OSBS
2022-12-11,lai,1,OSBS
2022-12-19,lai,1,OSBS
2022-12-27,lai,1,OSBS
2023-01-09,lai,1,OSBS
2023-01-17,lai,0.9,OSBS
2023-01-25,lai,1,OSBS
2023-02-02,lai,1,OSBS
2023-02-10,lai,1.2000000000000002,OSBS
2023-02-18,lai,1.1,OSBS
2023-03-06,lai,1.3,OSBS
2023-03-14,lai,1.3,OSBS
2023-03-22,lai,1.3,OSBS
2023-03-30,lai,1.3,OSBS
2023-04-15,lai,1.5,OSBS
2023-04-23,lai,1.5,OSBS
2023-05-01,lai,1.6,OSBS
2023-05-09,lai,1.6,OSBS
2023-05-25,lai,1.8,OSBS
2023-06-02,lai,1.7000000000000002,OSBS
2023-06-18,lai,1.6,OSBS
2023-06-26,lai,1.9000000000000001,OSBS
2023-07-04,lai,1.9000000000000001,OSBS
2023-07-20,lai,1.7000000000000002,OSBS
2023-08-05,lai,1.6,OSBS
2023-08-13,lai,1.9000000000000001,OSBS
2023-08-21,lai,1.9000000000000001,OSBS
2023-09-22,lai,1.7000000000000002,OSBS
2023-10-16,lai,1.5,OSBS
2023-10-24,lai,1.5,OSBS
2023-11-09,lai,1,OSBS
2023-11-17,lai,1.1,OSBS
2023-11-25,lai,1,OSBS
2023-12-03,lai,1,OSBS
2023-12-11,lai,1,OSBS
2023-12-19,lai,1,OSBS
2023-12-27,lai,1.1,OSBS
2024-01-01,lai,1.1,OSBS
2024-01-17,lai,1,OSBS
2024-01-25,lai,1,OSBS
2024-02-02,lai,1.1,OSBS
2024-02-10,lai,1,OSBS
2024-02-18,lai,1.3,OSBS
2024-02-26,lai,1.2000000000000002,OSBS
2019-09-16,nee,0.003064345927089372,OSBS
2019-09-17,nee,0.006290016737560608,OSBS
2019-09-18,nee,-0.018669868675994735,OSBS
2019-09-19,nee,-0.009250918302682869,OSBS
2019-09-20,nee,-0.014120212717769016,OSBS
2019-09-21,nee,-0.008748578235853857,OSBS
2019-09-22,nee,-0.005519231676279223,OSBS
2019-09-23,nee,-0.00949903134706774,OSBS
2019-09-24,nee,-0.00647749964942981,OSBS
2019-09-25,nee,-0.004476461893088187,OSBS
2019-09-26,nee,-0.0051106387792514505,OSBS
2019-09-27,nee,-0.0011896438570978792,OSBS
2019-09-28,nee,0.00522736586314814,OSBS
2019-09-29,nee,0.004737795564389005,OSBS
2019-09-30,nee,-0.01382064313345385,OSBS
2019-10-01,nee,-0.004623261257446755,OSBS
2019-10-02,nee,-0.005359161290033927,OSBS
2019-10-03,nee,-0.01895097759118047,OSBS
2019-10-04,nee,-0.0015663081863773833,OSBS
2019-10-05,nee,-0.019153918302481737,OSBS
2019-10-06,nee,-0.004986790174584107,OSBS
2019-10-07,nee,0.004677632311324325,OSBS
2019-10-09,nee,-0.005054153983127524,OSBS
2019-10-10,nee,-0.009275418748967574,OSBS
2019-10-11,nee,-0.007960166893771945,OSBS
2019-10-12,nee,-0.005135560844590701,OSBS
2019-10-13,nee,0.0066384806182036415,OSBS
2019-10-14,nee,0.0065926305761115946,OSBS
2019-10-15,nee,0.002422045957148028,OSBS
2019-10-16,nee,0.007497411158008984,OSBS
2019-10-17,nee,-0.011552689843679445,OSBS
2019-10-18,nee,0.002181020563698668,OSBS
2019-10-20,nee,0.0013209255193160243,OSBS
2019-10-21,nee,0.023922096739350723,OSBS
2019-10-22,nee,-0.003794230144997038,OSBS
2019-10-24,nee,0.006495633335253365,OSBS
2019-10-25,nee,0.012915156170669122,OSBS
2019-10-26,nee,0.006937030721598501,OSBS
2019-10-27,nee,0.013405672847215696,OSBS
2019-10-29,nee,-0.0022739528217424164,OSBS
2019-10-30,nee,3.2181597173479987e-4,OSBS
2019-11-05,nee,0.005818610803383424,OSBS
2019-11-06,nee,0.0016432800495357648,OSBS
2019-11-07,nee,6.104943205127134e-4,OSBS
2019-11-08,nee,0.005444717511181835,OSBS
2019-11-09,nee,-0.022794188348945296,OSBS
2019-11-10,nee,-0.015695874961676026,OSBS
2019-11-11,nee,-0.0094694264560352109,OSBS
2019-11-12,nee,-0.015644129197002477,OSBS
2019-11-13,nee,-0.014027476903424383,OSBS
2019-11-14,nee,-0.004661938978114863,OSBS
2019-11-19,nee,-0.006154539196159552,OSBS
2019-11-20,nee,-0.014857721593378823,OSBS
2019-11-21,nee,-0.012922033303614211,OSBS
2019-11-22,nee,-0.004699570603432271,OSBS
2019-11-23,nee,-0.009811117410005704,OSBS
2019-11-24,nee,-0.004293957961360205,OSBS
2019-12-17,nee,0.00701513314438625,OSBS
2019-12-18,nee,-0.003033788552241644,OSBS
2019-12-19,nee,-0.012390534666152355,OSBS
2019-12-20,nee,-0.008705019953301864,OSBS
2019-12-21,nee,-0.00401530897719127,OSBS
2019-12-22,nee,0.026224442172087227,OSBS
2019-12-24,nee,0.009152657576897856,OSBS
2019-12-25,nee,-0.003158410844310895,OSBS
2019-12-26,nee,-0.00783067498732482,OSBS
2019-12-27,nee,0.002881880122078811,OSBS
2019-12-28,nee,-4.420823699371983e-4,OSBS
2019-12-30,nee,0.023901178001325067,OSBS
2019-12-31,nee,-0.004086887056726714,OSBS
2020-01-01,nee,-0.010558000844416082,OSBS
2020-01-02,nee,-0.012345214183901505,OSBS
2020-01-03,nee,-0.0029242686903420126,OSBS
2020-01-04,nee,0.032151227399623325,OSBS
2020-01-05,nee,-0.007096099110664031,OSBS
2020-01-06,nee,-0.010075516220676846,OSBS
2020-01-07,nee,-0.015704558528689724,OSBS
2020-01-08,nee,-0.009179714298023983,OSBS
2020-01-09,nee,-0.007982315649861373,OSBS
2020-01-10,nee,-4.5882792418222405e-4,OSBS
2020-01-11,nee,0.011540462365000604,OSBS
2020-01-12,nee,0.025712440973296835,OSBS
2020-01-13,nee,0.006859565992894289,OSBS
2020-01-14,nee,0.009995780665271584,OSBS
2020-01-15,nee,0.028642828101053387,OSBS
2020-01-16,nee,0.0021953897442028763,OSBS
2020-01-17,nee,-0.003010809624744854,OSBS
2020-01-18,nee,-0.00901715987358949,OSBS
2020-01-19,nee,0.01114881554484522,OSBS
2020-01-20,nee,-0.005978530101680074,OSBS
2020-01-21,nee,-0.006876120243296975,OSBS
2020-01-22,nee,-0.004738223736025564,OSBS
2020-01-23,nee,-0.002054150609887557,OSBS
2020-01-24,nee,-0.001044612561492652,OSBS
2020-01-26,nee,-0.012908094122173135,OSBS
2020-01-27,nee,-0.0052052677811286275,OSBS
2020-01-28,nee,-0.014148917237134316,OSBS
2020-01-29,nee,0.002299179882910645,OSBS
2020-01-30,nee,-0.0017033313111552467,OSBS
2020-01-31,nee,-0.004487720015707843,OSBS
2020-02-02,nee,-0.01288649443643719,OSBS
2020-02-03,nee,-0.01910126096361255,OSBS
2020-02-04,nee,-0.025176183948808932,OSBS
2020-02-05,nee,-0.010847177230956089,OSBS
2020-02-06,nee,-0.006221603780988829,OSBS
2020-02-10,nee,0.009722185579935446,OSBS
2020-02-11,nee,8.746433188642358e-4,OSBS
2020-02-12,nee,-0.0038982271575511624,OSBS
2020-02-13,nee,0.0069900299594819314,OSBS
2020-02-14,nee,0.005540049700208125,OSBS
2020-02-15,nee,-0.017196672423831466,OSBS
2020-02-16,nee,-0.005236730452460487,OSBS
2020-02-19,nee,-0.010115713466227104,OSBS
2020-02-20,nee,-0.004078793680087905,OSBS
2020-02-21,nee,-0.0027796441504308977,OSBS
2020-02-22,nee,-0.018772730345315833,OSBS
2020-02-23,nee,-0.01575853882463231,OSBS
2020-02-24,nee,-0.0174619011902178,OSBS
2020-02-25,nee,0.02036001581770333,OSBS
2020-02-27,nee,-0.009564356289274325,OSBS
2020-02-28,nee,-0.011746651688756111,OSBS
2020-03-02,nee,-0.010735634742847317,OSBS
2020-03-03,nee,-0.002889939095208754,OSBS
2020-03-04,nee,-0.004647811881240533,OSBS
2020-03-05,nee,0.007593468211429271,OSBS
2020-03-06,nee,5.48546144847067e-5,OSBS
2020-03-07,nee,-0.011267602796616387,OSBS
2020-03-08,nee,-0.01784586082350862,OSBS
2020-03-09,nee,-0.009142432555907076,OSBS
2020-03-10,nee,-0.00862891514663623,OSBS
2020-03-11,nee,-0.0089517646426554,OSBS
2020-03-12,nee,0.014422617651550014,OSBS
2020-03-13,nee,-0.001415539870570242,OSBS
2020-03-14,nee,-0.010336327630695067,OSBS
2020-03-15,nee,-0.007033924597868147,OSBS
2020-03-16,nee,5.500793308778973e-4,OSBS
2020-03-17,nee,-0.006781910569124528,OSBS
2020-03-20,nee,-0.004487684125202799,OSBS
2020-03-21,nee,0.010162233044910101,OSBS
2020-03-22,nee,-7.297577117948859e-4,OSBS
2020-03-23,nee,0.00308988139325547,OSBS
2020-03-24,nee,-6.861188726739949e-4,OSBS
2020-03-25,nee,-6.20440392263155e-5,OSBS
2020-03-26,nee,-0.008369000285554585,OSBS
2020-03-27,nee,0.0030677129958883056,OSBS
2020-03-28,nee,0.009842895444503104,OSBS
2020-03-29,nee,-0.0022090851080628473,OSBS
2020-03-30,nee,-0.01250641915932662,OSBS
2020-03-31,nee,-0.008377097821495408,OSBS
2020-04-01,nee,-3.3885162037625144e-4,OSBS
2020-04-02,nee,-0.011981647383120948,OSBS
2020-04-03,nee,-0.027072262962521434,OSBS
2020-04-04,nee,-0.0025473175198391534,OSBS
2020-04-05,nee,0.01753741971254351,OSBS
2020-04-06,nee,-0.016351574404851896,OSBS
2020-04-07,nee,-0.0045140856203631915,OSBS
2020-04-09,nee,-4.891906099408755e-4,OSBS
2020-04-10,nee,-0.009790954045460694,OSBS
2020-04-11,nee,-0.02386060205490294,OSBS
2020-04-12,nee,-2.3527165197667212e-4,OSBS
2020-04-13,nee,0.011672764017260232,OSBS
2020-04-14,nee,0.025100785648895202,OSBS
2020-04-16,nee,-0.03518410734262227,OSBS
2020-04-17,nee,-0.015309691662442048,OSBS
2020-04-18,nee,0.018639238486792113,OSBS
2020-04-19,nee,-0.0017383836485079533,OSBS
2020-04-20,nee,0.0036968874825655763,OSBS
2020-04-21,nee,-0.006767590135099528,OSBS
2020-04-22,nee,-0.015201765587038864,OSBS
2020-04-23,nee,-0.006111300673026867,OSBS
2020-04-24,nee,0.0077162622346302594,OSBS
2020-04-25,nee,-0.0158554429908126,OSBS
2020-04-26,nee,-0.010123266465943836,OSBS
2020-04-27,nee,-0.01762721287541723,OSBS
2020-04-28,nee,-0.032199207069572064,OSBS
2020-04-29,nee,-0.01745621341095431,OSBS
2020-04-30,nee,-0.016288545428510378,OSBS
2020-05-01,nee,-0.017224961155942103,OSBS
2020-05-02,nee,-0.020663898356812288,OSBS
2020-05-03,nee,-0.008408080105222614,OSBS
2020-05-04,nee,-0.007517200608493863,OSBS
2020-05-05,nee,-0.008559498012724891,OSBS
2020-05-06,nee,-0.008677917018402061,OSBS
2020-05-07,nee,-0.0207758097272805,OSBS
2020-05-08,nee,-0.021539175846454484,OSBS
2020-05-09,nee,-0.02789948715137866,OSBS
2020-05-10,nee,-0.0014288979345946382,OSBS
2020-05-11,nee,-0.008667702215125622,OSBS
2020-05-18,nee,-0.011298537614598776,OSBS
2020-05-19,nee,-0.014167179578611095,OSBS
2020-05-20,nee,-0.012456768142211222,OSBS
2020-05-21,nee,-0.01366826337329322,OSBS
2020-05-22,nee,-0.0039532780736680215,OSBS
2020-05-23,nee,0.0031538206299026096,OSBS
2020-05-24,nee,-0.010254504577051887,OSBS
2020-05-25,nee,0.014771212951018922,OSBS
2020-05-26,nee,0.0022395625094503617,OSBS
2020-05-27,nee,-0.007251599885820713,OSBS
2020-05-28,nee,0.026018618183441946,OSBS
2020-05-29,nee,-0.015104428494113262,OSBS
2020-05-31,nee,0.004292617599519116,OSBS
2020-06-02,nee,-0.02353841116554735,OSBS
2020-06-05,nee,-0.003990687935597765,OSBS
2020-06-06,nee,0.017550943828486456,OSBS
2020-06-08,nee,-0.011174203606434417,OSBS
2020-06-10,nee,-0.005808926900852395,OSBS
2020-06-11,nee,-0.002336069667122193,OSBS
2020-06-12,nee,-0.0034801625011836486,OSBS
2020-06-13,nee,-0.04351360384245272,OSBS
2020-06-14,nee,-0.01962067040544886,OSBS
2020-06-15,nee,0.001265367823168843,OSBS
2020-06-16,nee,-0.015522365985131936,OSBS
2020-06-17,nee,-0.02181046990658853,OSBS
2020-06-18,nee,-0.022021525816923293,OSBS
2020-06-19,nee,-0.014729088297616044,OSBS
2020-06-20,nee,-0.005799059092563535,OSBS
2020-06-21,nee,-0.009051506120847588,OSBS
2020-06-22,nee,-0.023421127053872746,OSBS
2020-06-23,nee,-0.006875144715248698,OSBS
2020-06-24,nee,0.015380199705541395,OSBS
2020-06-30,nee,-0.0011040813672818376,OSBS
2020-07-01,nee,-0.01795323369840608,OSBS
2020-07-02,nee,-0.02063870593257062,OSBS
2020-07-03,nee,-0.0031326483575926595,OSBS
2020-07-04,nee,-0.030533969480380976,OSBS
2020-07-05,nee,0.002254803695904306,OSBS
2020-07-06,nee,-0.005501262573258309,OSBS
2020-07-07,nee,-0.011824298742416922,OSBS
2020-07-08,nee,-0.009904683988659721,OSBS
2020-07-10,nee,-0.022090915307363825,OSBS
2020-07-11,nee,0.0010454486309449612,OSBS
2020-07-12,nee,-0.009788959104518656,OSBS
2020-07-13,nee,-0.01381712887537629,OSBS
2020-07-14,nee,-0.008272683133648496,OSBS
2020-07-17,nee,0.009928524184196269,OSBS
2020-07-18,nee,-0.018007423725769932,OSBS
2020-07-19,nee,-0.018109460612076644,OSBS
2020-07-20,nee,0.00302817075757086,OSBS
2020-07-21,nee,-0.008739143235989049,OSBS
2020-07-22,nee,-0.005189854306269258,OSBS
2020-07-23,nee,0.0011831571180646843,OSBS
2020-07-24,nee,-0.007516240508515194,OSBS
2020-07-25,nee,-0.007898424484677254,OSBS
2020-07-26,nee,0.0072152496742718605,OSBS
2020-07-27,nee,-0.008858314776768302,OSBS
2020-07-28,nee,-0.014845048175844564,OSBS
2020-07-29,nee,0.018955276734314443,OSBS
2020-07-30,nee,-0.005316488018704058,OSBS
2020-07-31,nee,0.0017252122373879073,OSBS
2020-08-02,nee,0.016245905914222744,OSBS
2020-08-04,nee,-0.0011075706501128418,OSBS
2020-08-05,nee,-0.0015638126790933965,OSBS
2020-08-08,nee,-0.04355282874784116,OSBS
2020-08-09,nee,-0.01130592422042941,OSBS
2020-08-10,nee,-0.009371204046359483,OSBS
2020-08-11,nee,0.010744385401868598,OSBS
2020-08-12,nee,-0.012321627206384085,OSBS
2020-08-13,nee,-0.02408320057902765,OSBS
2020-08-14,nee,0.003277151511322805,OSBS
2020-08-15,nee,0.006957797117741906,OSBS
2020-08-16,nee,0.0024371526315178213,OSBS
2020-08-17,nee,0.002261112958129862,OSBS
2020-09-18,nee,0.0077481745483611,OSBS
2020-09-19,nee,0.03398835095187006,OSBS
2020-09-21,nee,-0.011480513586536997,OSBS
2020-09-22,nee,-0.007878635305624871,OSBS
2020-09-23,nee,-0.0025385158024683182,OSBS
2020-09-24,nee,-0.0027272975394117328,OSBS
2020-09-25,nee,-0.00235317293603848,OSBS
2020-09-26,nee,-0.005976650862932127,OSBS
2020-09-27,nee,0.004449800286215392,OSBS
2020-09-29,nee,0.001690979424891515,OSBS
2020-09-30,nee,-0.016212783880651963,OSBS
2020-10-01,nee,-0.02788058914625685,OSBS
2020-10-02,nee,-0.018650266711974454,OSBS
2020-10-03,nee,-0.019823176993945524,OSBS
2020-10-04,nee,0.01775086209668806,OSBS
2020-10-06,nee,-0.0013349355266105499,OSBS
2020-10-07,nee,0.02327067685403164,OSBS
2020-10-08,nee,0.0011574365945570093,OSBS
2020-10-09,nee,0.008841707963537735,OSBS
2020-10-10,nee,-0.003636759889853029,OSBS
2020-10-11,nee,0.003738601398560436,OSBS
2020-10-12,nee,-0.010483700657064297,OSBS
2020-10-13,nee,-0.017474402159754886,OSBS
2020-10-14,nee,-0.004232880939531946,OSBS
2020-10-15,nee,-0.012063642683906224,OSBS
2020-10-16,nee,-0.015922720743094552,OSBS
2020-10-17,nee,-0.012208339934060492,OSBS
2020-10-18,nee,-0.0051350735240982505,OSBS
2020-10-19,nee,0.006248926378778553,OSBS
2020-10-20,nee,0.005447103812757909,OSBS
2020-10-21,nee,0.015555926453273868,OSBS
2020-10-23,nee,0.01350791518611776,OSBS
