datetime,variable,observation,site_id
2020-10-24,nee,-0.01069483151593986,OSBS
2020-10-25,nee,4.863842049609949e-4,OSBS
2020-10-26,nee,0.004083466430242554,OSBS
2020-10-27,nee,0.017042071536144343,OSBS
2020-10-28,nee,0.002709962851930741,OSBS
2020-10-29,nee,0.0041904822869457785,OSBS
2020-10-30,nee,-0.002743500173413206,OSBS
2020-10-31,nee,-0.016688229038751442,OSBS
2020-11-01,nee,3.723379873079235e-4,OSBS
2020-11-02,nee,-0.0034854337616889992,OSBS
2020-11-03,nee,-0.012687434959057388,OSBS
2020-11-05,nee,-0.011240793708665613,OSBS
2020-11-06,nee,-0.0013953580479081885,OSBS
2020-11-07,nee,0.005088781220772638,OSBS
2020-11-08,nee,0.008568791260285988,OSBS
2020-11-09,nee,0.023167094167797872,OSBS
2020-11-10,nee,0.00819379384651798,OSBS
2020-11-11,nee,0.033043477846983256,OSBS
2020-11-14,nee,-0.02987967006874321,OSBS
2020-11-15,nee,0.0026253410899806755,OSBS
2020-11-16,nee,-8.042427103809879e-4,OSBS
2020-11-17,nee,-0.007511189348595846,OSBS
2020-12-21,nee,0.004983016371163515,OSBS
2020-12-22,nee,-0.005009888053716833,OSBS
2020-12-23,nee,-0.00886155569958116,OSBS
2020-12-24,nee,0.002366807835063473,OSBS
2020-12-25,nee,-0.006069228045835982,OSBS
2020-12-26,nee,-0.006144786711673745,OSBS
2020-12-27,nee,-0.018651820780906183,OSBS
2020-12-28,nee,-0.006216627135187862,OSBS
2020-12-29,nee,-0.007112689602302838,OSBS
2020-12-30,nee,-0.008339818833424424,OSBS
2020-12-31,nee,3.396636336302269e-4,OSBS
2021-01-01,nee,0.007352695394783949,OSBS
2021-01-02,nee,0.011877236151844914,OSBS
2021-01-03,nee,0.0025964143534815626,OSBS
2021-01-04,nee,-0.009442661630439272,OSBS
2021-01-05,nee,-0.012528212811065711,OSBS
2021-01-06,nee,-0.012637815094812627,OSBS
2021-01-07,nee,-0.010687644028404884,OSBS
2021-01-08,nee,-0.006762820239441587,OSBS
2021-01-09,nee,-0.00177315006841932,OSBS
2021-01-10,nee,-0.012999645985276432,OSBS
2021-01-11,nee,-0.01288951082626493,OSBS
2021-01-12,nee,0.005730364279090363,OSBS
2021-01-13,nee,-0.0035376751741666057,OSBS
2021-01-14,nee,-0.013001340672780817,OSBS
2021-01-15,nee,-0.012904541201487645,OSBS
2021-01-16,nee,-0.017100704373169774,OSBS
2021-01-17,nee,-0.021757507417480056,OSBS
2021-01-18,nee,-0.01127044758478135,OSBS
2021-01-19,nee,-0.024123167210856132,OSBS
2021-01-20,nee,-0.011194787260900004,OSBS
2021-01-21,nee,-0.011668483557481388,OSBS
2021-01-22,nee,0.003250429850597456,OSBS
2021-01-23,nee,0.010812247508488406,OSBS
2021-01-24,nee,0.0039418950833549375,OSBS
2021-01-25,nee,0.0012343101025640252,OSBS
2021-01-26,nee,-0.005562526223277899,OSBS
2021-01-27,nee,4.773269394888968e-4,OSBS
2021-01-28,nee,-0.010418963669011991,OSBS
2021-01-29,nee,-0.01638234911390791,OSBS
2021-01-30,nee,-0.005050896628581051,OSBS
2021-01-31,nee,-0.0025281576660861715,OSBS
2021-02-01,nee,0.0045495716197124095,OSBS
2021-02-02,nee,-0.0067888929197422836,OSBS
2021-02-03,nee,-0.01020921055797822,OSBS
2021-02-04,nee,-0.016800515798268148,OSBS
2021-02-05,nee,0.00805726818801508,OSBS
2021-02-08,nee,-0.004622932977447079,OSBS
2021-02-10,nee,-0.0029600849300718073,OSBS
2021-02-12,nee,0.016596423134468838,OSBS
2021-02-14,nee,0.0049908840066302095,OSBS
2021-02-17,nee,-0.01154449032180406,OSBS
2021-02-18,nee,-0.01942034589198553,OSBS
2021-02-20,nee,-0.024788727680052882,OSBS
2021-02-21,nee,-0.01166382703548528,OSBS
2021-02-22,nee,-0.009753107882657333,OSBS
2021-02-23,nee,-0.01878051516671522,OSBS
2021-02-24,nee,-0.014677701503754366,OSBS
2021-02-25,nee,-0.01128081822666628,OSBS
2021-02-26,nee,-0.006861846751998094,OSBS
2021-02-27,nee,-0.011978509991968637,OSBS
2021-02-28,nee,-0.003184889749424214,OSBS
2021-03-01,nee,-0.005001243568530433,OSBS
2021-03-02,nee,0.011682956297148552,OSBS
2021-03-04,nee,-0.018867676979604366,OSBS
2021-03-05,nee,-0.018420603784757763,OSBS
2021-03-06,nee,-0.0012427060742118041,OSBS
2021-03-07,nee,-0.016882469346693123,OSBS
2021-03-08,nee,-0.019671370785255497,OSBS
2021-03-09,nee,-0.009400806648681917,OSBS
2021-03-10,nee,-0.009470935478674176,OSBS
2021-03-11,nee,-0.011471211000251686,OSBS
2021-03-12,nee,-0.015817556135314662,OSBS
2021-03-13,nee,-0.020687611782438994,OSBS
2021-03-14,nee,-0.009254684017758153,OSBS
2021-03-15,nee,-0.025975511327136904,OSBS
2021-03-16,nee,-0.0043077140591129374,OSBS
2021-03-17,nee,0.0025516071796505124,OSBS
2021-03-18,nee,0.0168546560311893,OSBS
2021-03-19,nee,-0.006676311335656961,OSBS
2021-03-20,nee,-0.007562639522758143,OSBS
2021-03-21,nee,0.005116932270505229,OSBS
2021-03-23,nee,-0.011297249683051333,OSBS
2021-03-24,nee,-0.02138066906932919,OSBS
2021-03-25,nee,-0.006431135054972483,OSBS
2021-03-26,nee,0.005370069437246256,OSBS
2021-03-27,nee,-0.003973449456247511,OSBS
2021-03-28,nee,0.002081567878092758,OSBS
2021-03-29,nee,-0.01682559093955368,OSBS
2021-03-30,nee,-0.0022738072232352962,OSBS
2021-03-31,nee,-0.0014048879586143759,OSBS
2021-04-01,nee,-0.011351673381039436,OSBS
2021-04-02,nee,-0.015510702624433157,OSBS
2021-04-04,nee,-0.016627975151402456,OSBS
2021-04-05,nee,-0.027879443471590562,OSBS
2021-04-06,nee,-0.01875965456313305,OSBS
2021-04-07,nee,-0.017666460962961643,OSBS
2021-04-08,nee,-0.018815016420982936,OSBS
2021-04-09,nee,-0.02188582896491304,OSBS
2021-04-10,nee,-0.010001795089782885,OSBS
2021-04-11,nee,-0.0011757382846350032,OSBS
2021-04-12,nee,-0.012104147286427532,OSBS
2021-04-13,nee,-0.012912125985044376,OSBS
2021-04-16,nee,-0.004112558634867701,OSBS
2021-04-23,nee,-0.008451477930815035,OSBS
2021-04-24,nee,-0.023834262516945676,OSBS
2021-04-25,nee,0.0018707438026607196,OSBS
2021-04-26,nee,-0.00904881280626965,OSBS
2021-04-27,nee,-0.009954014952838576,OSBS
2021-05-14,nee,-0.01742749727839553,OSBS
2021-05-15,nee,-0.021947003477254198,OSBS
2021-05-16,nee,-0.009596406954750124,OSBS
2021-05-17,nee,-0.006422109154565444,OSBS
2021-05-18,nee,-0.001635676971074144,OSBS
2021-05-20,nee,-0.009836669097439375,OSBS
2021-05-21,nee,-0.00771083290365615,OSBS
2021-06-23,nee,0.0027809875404793787,OSBS
2021-06-25,nee,0.017346105995519157,OSBS
2021-06-27,nee,0.021388990251143596,OSBS
2021-06-28,nee,0.005177495777339736,OSBS
2021-07-02,nee,-0.004109452359003074,OSBS
2021-07-03,nee,0.006850677815353289,OSBS
2021-07-04,nee,0.019236585618594215,OSBS
2021-07-06,nee,0.007842026023551074,OSBS
2021-07-09,nee,0.001045693814919609,OSBS
2021-07-13,nee,-0.011104168009276959,OSBS
2021-07-14,nee,-0.012058408380393853,OSBS
2021-07-15,nee,-0.01919804474882669,OSBS
2021-07-20,nee,0.004497319672642032,OSBS
2021-07-21,nee,0.005040399170513232,OSBS
2021-07-22,nee,-0.015788308408314477,OSBS
2021-07-23,nee,6.764867834903996e-4,OSBS
2021-07-24,nee,-0.033895784045489215,OSBS
2021-07-25,nee,-0.02533025463099873,OSBS
2021-07-26,nee,-0.016558514581101823,OSBS
2021-07-27,nee,0.003891850794386878,OSBS
2021-07-28,nee,0.0038468289524417926,OSBS
2021-07-29,nee,-0.011149398814769592,OSBS
2021-07-30,nee,-0.012266299028714596,OSBS
2021-07-31,nee,-0.010299313291888504,OSBS
2021-08-01,nee,-0.008499145778207172,OSBS
2021-08-02,nee,-0.011605401833901975,OSBS
2021-08-03,nee,-0.002387989838389498,OSBS
2021-08-04,nee,-0.011006432072186646,OSBS
2021-08-05,nee,0.02860606522459796,OSBS
2021-08-06,nee,-0.006703326808943093,OSBS
2021-08-09,nee,-0.01283375414629071,OSBS
2021-08-10,nee,-0.011635497491206199,OSBS
2021-08-11,nee,-0.01910139144122153,OSBS
2021-08-13,nee,-0.023282773287657405,OSBS
2021-08-14,nee,-2.18651014616751e-5,OSBS
2021-08-15,nee,-0.0031099319269509017,OSBS
2021-08-16,nee,0.013085529753586804,OSBS
2021-08-17,nee,0.0074562108776353685,OSBS
2021-08-18,nee,0.001053856555230796,OSBS
2021-08-19,nee,-0.0012125072813101896,OSBS
2021-08-20,nee,0.004381786070196297,OSBS
2021-08-21,nee,-0.008912790394663953,OSBS
2021-08-22,nee,0.01568896146530362,OSBS
2021-08-23,nee,0.007985634911438302,OSBS
2021-08-24,nee,0.007039696517560358,OSBS
2021-08-25,nee,-0.014544374323912762,OSBS
2021-08-26,nee,0.005350930953762648,OSBS
2021-08-27,nee,0.002068468304854852,OSBS
2021-08-28,nee,-0.0020901115982590694,OSBS
2021-08-29,nee,-0.005928209418074088,OSBS
2021-08-30,nee,-0.010043860958655334,OSBS
2021-08-31,nee,-0.013918441973500806,OSBS
2021-09-01,nee,0.022769637194180587,OSBS
2021-09-02,nee,-0.007808412121033482,OSBS
2021-09-03,nee,-0.015658187782514106,OSBS
2021-09-04,nee,-0.016087130687726336,OSBS
2021-09-05,nee,-0.011342689978082885,OSBS
2021-09-06,nee,-0.027353904853152602,OSBS
2021-09-07,nee,-0.034386686621456726,OSBS
2021-09-08,nee,-0.012717189724895678,OSBS
2021-09-09,nee,-0.014768319065372591,OSBS
2021-09-10,nee,-0.008748993263476957,OSBS
2021-09-11,nee,-1.489493944423659e-4,OSBS
2021-09-13,nee,-0.0010436706833437562,OSBS
2021-09-14,nee,-0.006035492787241168,OSBS
2021-09-15,nee,-0.005887529708589527,OSBS
2021-09-16,nee,-0.010466168392864907,OSBS
2021-09-17,nee,-0.003237130855504529,OSBS
2021-09-19,nee,-0.01614219910883291,OSBS
2021-09-20,nee,0.01660410980572558,OSBS
2021-09-21,nee,0.013269258250207692,OSBS
2021-09-22,nee,-0.008310487888277896,OSBS
2021-09-23,nee,-0.008331193030850512,OSBS
2021-09-24,nee,-0.015239244790820821,OSBS
2021-09-25,nee,2.904524226742672e-4,OSBS
2021-09-26,nee,9.258255732605274e-4,OSBS
2021-09-27,nee,-0.01599468204967281,OSBS
2021-09-28,nee,-9.340463274433314e-4,OSBS
2021-09-29,nee,-0.009166302913766284,OSBS
2021-09-30,nee,-0.0091102425918316,OSBS
2021-10-01,nee,0.002076600162531987,OSBS
2021-10-02,nee,0.004675781713044616,OSBS
2021-10-04,nee,-0.016989187113222056,OSBS
2021-10-05,nee,0.010533725923544339,OSBS
2021-10-07,nee,0.022020899900604043,OSBS
2021-10-08,nee,0.024017353122144102,OSBS
2021-10-09,nee,-0.006753707149737632,OSBS
2021-10-10,nee,-0.0011319578264014601,OSBS
2021-10-11,nee,-0.009407113746294713,OSBS
2021-10-12,nee,-0.0013307504123525468,OSBS
2021-10-13,nee,-0.005763413991599697,OSBS
2021-10-14,nee,9.530731022923052e-4,OSBS
2021-10-15,nee,-0.012445509365693544,OSBS
2021-10-16,nee,-0.0030041338131165224,OSBS
2021-10-17,nee,-0.013440297239390716,OSBS
2021-10-19,nee,-0.008512678377237603,OSBS
2021-10-20,nee,-0.011974374175982381,OSBS
2021-10-21,nee,-0.004918171579117658,OSBS
2021-10-22,nee,-0.007877674531230257,OSBS
2021-10-23,nee,-0.012167734781309517,OSBS
2021-10-24,nee,0.004343133056513397,OSBS
2021-10-25,nee,0.005584597339869767,OSBS
2021-10-26,nee,4.0926650836262204e-5,OSBS
2021-10-27,nee,-0.013183410320502659,OSBS
2021-10-28,nee,0.012027850832070487,OSBS
2021-10-29,nee,0.010923114889540838,OSBS
2021-10-30,nee,-0.01115386664239257,OSBS
2021-10-31,nee,-0.010855852964584935,OSBS
2021-11-18,nee,0.008834272331701561,OSBS
2021-11-19,nee,-0.0043269657100383115,OSBS
2021-11-20,nee,-0.008168090183392731,OSBS
2021-11-21,nee,-0.0068208481201510445,OSBS
2021-11-24,nee,-0.021473496761977268,OSBS
2021-11-25,nee,-0.012961399588522438,OSBS
2021-11-26,nee,0.0044569302196156915,OSBS
2021-11-27,nee,-0.009561304656360393,OSBS
2021-11-28,nee,-0.013493772558146627,OSBS
2021-11-29,nee,-0.008172699723489725,OSBS
2021-11-30,nee,-0.012578041301466817,OSBS
2021-12-01,nee,-0.017299357222696505,OSBS
2021-12-02,nee,-0.007069085433527995,OSBS
2021-12-03,nee,-0.003688892675546625,OSBS
2021-12-04,nee,-0.016585382203429727,OSBS
2021-12-05,nee,-0.011236924339977361,OSBS
2021-12-06,nee,-0.01018134058930457,OSBS
2021-12-10,nee,-0.019108128748951347,OSBS
2021-12-11,nee,5.830807070643862e-4,OSBS
2021-12-12,nee,0.003767465543096922,OSBS
2021-12-13,nee,4.2309713505262316e-4,OSBS
2021-12-14,nee,0.0035336307440644588,OSBS
2021-12-15,nee,7.657144211968689e-4,OSBS
2021-12-17,nee,1.019802709570677e-4,OSBS
2021-12-18,nee,0.0027879417477747375,OSBS
2021-12-19,nee,0.02594664699585866,OSBS
2021-12-20,nee,0.01855016757725887,OSBS
2021-12-23,nee,-0.012502715341583504,OSBS
2021-12-24,nee,-0.01174010980207529,OSBS
2021-12-25,nee,-0.009150942274299287,OSBS
2021-12-26,nee,-0.006554462948668649,OSBS
2021-12-28,nee,-0.005381383716410595,OSBS
2021-12-29,nee,0.00639593596543154,OSBS
2021-12-30,nee,0.0032187719593576793,OSBS
2021-12-31,nee,0.005643001660550377,OSBS
2022-01-02,nee,0.009106855652384685,OSBS
2022-01-03,nee,0.0046956508050196724,OSBS
2022-01-04,nee,-0.007293613124902537,OSBS
2022-01-05,nee,-0.007006146549032836,OSBS
2022-01-06,nee,-0.006970044938405624,OSBS
2022-01-07,nee,-0.001908257398699338,OSBS
2022-01-08,nee,0.0011522660293785667,OSBS
2022-01-09,nee,-0.009010577129472312,OSBS
2022-01-10,nee,0.004533352652254934,OSBS
2022-01-11,nee,-0.005609116521206417,OSBS
2022-01-12,nee,-0.01649512461814855,OSBS
2022-01-13,nee,-0.0033686677302600886,OSBS
2022-01-14,nee,-0.0040400376854736395,OSBS
2022-01-15,nee,-0.013586072916759648,OSBS
2022-01-16,nee,-0.002222487572255535,OSBS
2022-01-17,nee,-0.010627578561031612,OSBS
2022-01-18,nee,-0.008100354769970433,OSBS
2022-01-19,nee,-0.012948356278303664,OSBS
2022-01-20,nee,-0.0040690347598072146,OSBS
2022-01-21,nee,0.010236525967463632,OSBS
2022-01-23,nee,-0.0068959658139160045,OSBS
2022-01-24,nee,-0.008107467171876912,OSBS
2022-01-25,nee,-0.01089258485073625,OSBS
2022-01-27,nee,-0.007542898035523186,OSBS
2022-01-28,nee,-4.749805243112302e-4,OSBS
2022-01-29,nee,-0.0030826085401685676,OSBS
2022-01-30,nee,-0.011008411098816338,OSBS
2022-01-31,nee,-0.01713634932758753,OSBS
2022-02-01,nee,-0.01611756394668744,OSBS
2022-02-02,nee,-0.0015895960869585157,OSBS
2022-02-03,nee,-0.007202064289192397,OSBS
2022-02-04,nee,-0.0023395726173265656,OSBS
2022-02-05,nee,-0.0071720113795659115,OSBS
2022-02-08,nee,0.009640305851178744,OSBS
2022-02-16,nee,-0.009988181053552356,OSBS
2022-02-26,nee,-0.00884921712010786,OSBS
2022-02-27,nee,-0.01632768359138696,OSBS
2022-02-28,nee,0.004787537270116714,OSBS
2022-03-01,nee,-0.012868979273281417,OSBS
2022-03-02,nee,-0.013045037939214644,OSBS
2022-03-03,nee,-0.016282114006004204,OSBS
2022-03-04,nee,-0.007049112630683641,OSBS
2022-03-05,nee,-0.008360673279866407,OSBS
2022-03-06,nee,-0.0041509490181218375,OSBS
2022-03-07,nee,-0.0036975359447904213,OSBS
2022-03-08,nee,0.0016187758276955985,OSBS
2022-03-09,nee,0.010884616185281453,OSBS
2022-03-14,nee,-0.014240854778070796,OSBS
2022-03-15,nee,0.008140667380352188,OSBS
2022-03-16,nee,-0.023192835885667527,OSBS
2022-03-17,nee,-0.011563550532793678,OSBS
2022-03-18,nee,-0.018257860097548383,OSBS
2022-03-19,nee,-0.014247733174737832,OSBS
2022-03-20,nee,-0.002061888841254812,OSBS
2022-03-21,nee,-0.024713735501962607,OSBS
2022-03-22,nee,-0.010653811572783077,OSBS
2022-03-23,nee,0.012061139887793311,OSBS
2022-03-25,nee,0.0014341762771542094,OSBS
2022-03-30,nee,0.0016511316607402363,OSBS
2022-03-31,nee,0.01981740112402116,OSBS
2022-04-01,nee,-0.019529372985949065,OSBS
2022-04-03,nee,-0.013675247865968512,OSBS
2022-04-05,nee,2.137095803567481e-4,OSBS
2022-04-06,nee,0.020643427543436847,OSBS
2022-04-07,nee,-2.663558176279838e-4,OSBS
2022-04-09,nee,-0.009598244311606195,OSBS
2022-04-10,nee,-0.010085421512648459,OSBS
2022-04-11,nee,-0.019223197912537654,OSBS
2022-04-12,nee,-0.005284756778672991,OSBS
2022-04-14,nee,-0.008885325663836185,OSBS
2022-04-15,nee,-0.013813376751456264,OSBS
2022-04-16,nee,-0.017808158530818092,OSBS
2022-04-17,nee,0.006182092695073014,OSBS
2022-04-18,nee,-0.005876643744758894,OSBS
2022-04-19,nee,-0.009288242978832788,OSBS
2022-04-20,nee,-0.028137409260680094,OSBS
2022-04-21,nee,-0.01980282008590554,OSBS
2022-04-22,nee,-0.02057613353230682,OSBS
2022-04-23,nee,-0.023338307616169025,OSBS
2022-04-24,nee,-0.014149912379025992,OSBS
2022-04-25,nee,-0.014438016063440189,OSBS
2022-04-26,nee,0.007907184192662061,OSBS
2022-09-21,nee,-0.01288914932899943,OSBS
2022-09-22,nee,0.017893568651773092,OSBS
2022-09-23,nee,0.0024115927192429397,OSBS
2022-09-24,nee,-0.01076812848235787,OSBS
2022-09-25,nee,-0.010609606819825357,OSBS
2022-09-26,nee,-0.018089878391975265,OSBS
2022-09-27,nee,-0.021522351318293848,OSBS
2022-09-28,nee,0.0341076094629578,OSBS
2022-09-29,nee,0.01526732524351962,OSBS
2022-09-30,nee,-0.0163126951101108,OSBS
2022-10-01,nee,-0.018574334262036137,OSBS
2022-10-02,nee,-0.004434330169277558,OSBS
2022-10-03,nee,-0.02219995059955818,OSBS
2022-10-04,nee,-0.02469376335118945,OSBS
2022-10-05,nee,-0.0011070342130454316,OSBS
2022-10-08,nee,-0.012267495666278248,OSBS
2022-10-09,nee,-0.020885691670500445,OSBS
2022-10-10,nee,-0.007521133884672906,OSBS
2022-10-11,nee,-0.011678634126169549,OSBS
2022-10-13,nee,-0.005627631722233694,OSBS
2022-10-14,nee,-0.00859695577782319,OSBS
2022-10-15,nee,-0.0016129619418159945,OSBS
2022-10-16,nee,0.006129325889727021,OSBS
2022-10-17,nee,-0.003605030150410603,OSBS
2022-10-18,nee,-0.004621205889315132,OSBS
2022-10-19,nee,-0.0142440210834342,OSBS
2022-10-20,nee,-0.02295809607996308,OSBS
2022-10-21,nee,-0.022363657203053396,OSBS
2022-10-22,nee,-0.020903616613544104,OSBS
2022-10-23,nee,-0.009920327226905532,OSBS
2022-10-24,nee,-0.003726532539636487,OSBS
2022-10-25,nee,-0.0027816531510647317,OSBS
2022-10-26,nee,0.0025324396968823015,OSBS
2022-10-27,nee,-0.002632624098418769,OSBS
2022-10-28,nee,0.014594673423564105,OSBS
2022-10-29,nee,0.02040580906759911,OSBS
2022-10-30,nee,0.0032049486082107916,OSBS
2022-11-01,nee,0.005602813886648925,OSBS
2022-11-02,nee,-0.0029730076077810136,OSBS
2022-11-03,nee,0.003283339686176388,OSBS
2022-11-04,nee,-0.008578239276110807,OSBS
2022-11-06,nee,0.01893403786325073,OSBS
2022-11-25,nee,0.01061532654078802,OSBS
2022-11-26,nee,0.007374126723314552,OSBS
2022-11-27,nee,0.003843529724138279,OSBS
2022-11-28,nee,-0.008624371461651233,OSBS
2022-11-29,nee,0.011426368010203984,OSBS
2022-11-30,nee,0.004349343817593008,OSBS
2022-12-01,nee,-0.010193431428890929,OSBS
2022-12-02,nee,-0.011147958691822024,OSBS
2022-12-03,nee,-2.075906461544983e-4,OSBS
2022-12-04,nee,-0.0020499232317847346,OSBS
2022-12-05,nee,-0.004850854380261651,OSBS
2022-12-06,nee,0.0035660880058752194,OSBS
2022-12-07,nee,-0.0017083832019298615,OSBS
2022-12-08,nee,0.0034086151900831036,OSBS
2022-12-09,nee,-0.0014966085971055208,OSBS
2022-12-10,nee,-0.004115099397677585,OSBS
2022-12-11,nee,0.015550392931486901,OSBS
2022-12-12,nee,-0.006647475604175168,OSBS
2022-12-13,nee,-0.01490809645619065,OSBS
2022-12-14,nee,-3.3399870640463727e-4,OSBS
2022-12-15,nee,0.019114302915461397,OSBS
2022-12-16,nee,-0.01266867055744924,OSBS
2022-12-17,nee,-0.019577310751324985,OSBS
2022-12-18,nee,-0.0105023124524384,OSBS
2022-12-19,nee,-0.017277769307524785,OSBS
2022-12-20,nee,-1.488842700750621e-4,OSBS
2022-12-23,nee,0.0010043886214013494,OSBS
2022-12-24,nee,0.0025125711501479686,OSBS
2022-12-25,nee,3.702951153503868e-4,OSBS
2022-12-26,nee,-0.0034658971901632275,OSBS
2022-12-27,nee,-0.007589234781323417,OSBS
2022-12-28,nee,7.68212970733286e-5,OSBS
2022-12-29,nee,-0.0061271583233982255,OSBS
2022-12-30,nee,0.004575311374537095,OSBS
2022-12-31,nee,0.012334115275594276,OSBS
2023-01-01,nee,0.010034687160037881,OSBS
2023-01-02,nee,-0.011581516436861361,OSBS
2023-01-03,nee,0.0023017210778750415,OSBS
2023-01-04,nee,0.012727710135619675,OSBS
2023-01-05,nee,-0.004903713524585025,OSBS
2023-01-06,nee,-0.004531037754141621,OSBS
2023-01-08,nee,-0.008689947429447465,OSBS
2023-01-09,nee,-0.0065382740088644545,OSBS
2023-01-10,nee,-0.009824789961207137,OSBS
2023-01-12,nee,0.007291260605998635,OSBS
2023-01-13,nee,0.0019498337199603977,OSBS
2023-01-14,nee,-0.005797135802457939,OSBS
2023-01-15,nee,-0.006566495613636189,OSBS
2023-01-16,nee,-0.005117316989283527,OSBS
2023-01-17,nee,-0.0073863117432237,OSBS
2023-01-18,nee,-0.008311614622999485,OSBS
2023-01-19,nee,-0.0028820656131810984,OSBS
2023-01-20,nee,-0.0030619560316844296,OSBS
2023-01-21,nee,0.009687443919917887,OSBS
2023-01-28,nee,-0.007108264929133495,OSBS
2023-01-29,nee,2.7606684555082002e-5,OSBS
2023-01-30,nee,0.001968383558034634,OSBS
2023-01-31,nee,-0.007603570268429279,OSBS
2023-02-01,nee,-0.0017768942249105448,OSBS
2023-02-02,nee,-0.012690263055458575,OSBS
2023-02-03,nee,0.025584626011634734,OSBS
2023-03-16,nee,-0.001512100497672591,OSBS
2023-03-17,nee,0.018701711647676304,OSBS
2023-04-08,nee,-0.007245651092353397,OSBS
2023-04-10,nee,-0.012514770813609829,OSBS
2023-04-11,nee,-0.010101186875982271,OSBS
2023-04-16,nee,0.001257943642963282,OSBS
2023-04-17,nee,-0.009120091219516777,OSBS
2023-04-18,nee,-0.02316540039313223,OSBS
2023-04-19,nee,-0.03554499618303513,OSBS
2023-04-20,nee,-0.01776305466234401,OSBS
2023-04-21,nee,-0.009276110577080445,OSBS
2023-04-22,nee,-0.014416751995087906,OSBS
2023-04-23,nee,-0.029181747112379863,OSBS
2023-04-24,nee,-0.005900787291784159,OSBS
2023-04-25,nee,-0.010429513466774667,OSBS
2023-04-26,nee,-0.010198851701186498,OSBS
2023-04-27,nee,-0.004352836497263567,OSBS
2023-05-02,nee,-0.013992420191189856,OSBS
2023-05-03,nee,-0.004851396083025839,OSBS
2023-05-05,nee,-0.014926751527037724,OSBS
2023-05-06,nee,-0.015178057118415996,OSBS
2023-05-07,nee,-0.020462434767256805,OSBS
2023-05-08,nee,-0.009893606206932084,OSBS
2023-05-09,nee,-0.03729898500093895,OSBS
2023-05-10,nee,-0.008789888311251345,OSBS
2023-05-12,nee,-0.028785109958485947,OSBS
2023-05-13,nee,-0.01559631925992985,OSBS
2023-05-14,nee,-0.003179978747318411,OSBS
2023-05-15,nee,-0.02084450658727306,OSBS
2023-05-16,nee,-0.0018496974484102577,OSBS
2023-05-17,nee,-0.003413570217583944,OSBS
2023-05-18,nee,-0.020893782073992027,OSBS
2023-05-19,nee,-0.018250003704259065,OSBS
2023-05-20,nee,-0.004486827342710772,OSBS
2023-05-21,nee,-0.013233880353566372,OSBS
2023-05-23,nee,0.022815247743705688,OSBS
2023-05-24,nee,-0.010807750043037093,OSBS
2023-05-25,nee,-0.018563795700815545,OSBS
2023-05-26,nee,0.0017728561183632272,OSBS
2023-05-27,nee,-0.021767719901457254,OSBS
2023-05-28,nee,-0.02355668647538352,OSBS
2023-05-29,nee,-0.00896736244330828,OSBS
2023-05-30,nee,-0.024514552753034484,OSBS
2023-05-31,nee,-0.013234803150620696,OSBS
2023-06-01,nee,-0.008122356326040638,OSBS
2023-06-02,nee,-0.02137703803814529,OSBS
2023-06-03,nee,-0.019313357118194503,OSBS
2023-06-04,nee,-0.019875530405510697,OSBS
2023-06-05,nee,-0.01944424635980845,OSBS
2023-06-06,nee,-0.012395137242089935,OSBS
2023-06-07,nee,0.0020649022138180774,OSBS
2023-06-08,nee,-0.0013390952938562364,OSBS
2023-06-09,nee,0.010337220440955053,OSBS
2023-06-10,nee,0.001654036926261176,OSBS
2023-07-07,nee,-0.01226845855887941,OSBS
2023-07-08,nee,-0.0011207498385911656,OSBS
2023-07-09,nee,-0.0015785719247242648,OSBS
2023-07-10,nee,0.007214210978198733,OSBS
2023-07-11,nee,-0.0010551360016606867,OSBS
2023-07-12,nee,0.010589107549815898,OSBS
2023-07-28,nee,0.0016504040925143613,OSBS
2023-07-29,nee,0.010008543234511705,OSBS
2023-07-30,nee,0.006029293264871627,OSBS
2023-07-31,nee,0.02319756517328007,OSBS
2023-08-01,nee,-0.0013097448420910218,OSBS
2023-08-02,nee,-0.016739968807691036,OSBS
2023-08-03,nee,0.025219599606459683,OSBS
2023-08-04,nee,0.01818867719246248,OSBS
2023-08-05,nee,-0.01532959730714056,OSBS
2023-08-06,nee,8.649877953162985e-4,OSBS
2023-08-07,nee,0.00108598109102322,OSBS
2023-08-08,nee,0.0070119358117644234,OSBS
2023-08-09,nee,-0.0010414601646798886,OSBS
2023-08-10,nee,0.004589151721966037,OSBS
2023-08-11,nee,0.0027882418325716946,OSBS
2023-08-12,nee,-0.01656308327562593,OSBS
2023-08-13,nee,0.0011195354722329377,OSBS
2023-08-14,nee,0.0054547680741012,OSBS
2023-08-15,nee,1.0220776551521539e-4,OSBS
2023-08-16,nee,0.02512724131475501,OSBS
2023-08-19,nee,0.0013336557172684987,OSBS
2023-08-20,nee,0.009503484798903929,OSBS
2023-08-21,nee,0.006429937646684179,OSBS
2023-08-22,nee,-0.048162310843311254,OSBS
2023-08-23,nee,0.0028589288820921916,OSBS
2023-08-24,nee,-0.00918348847939279,OSBS
2023-08-25,nee,-0.0183187741600648,OSBS
2023-08-26,nee,-0.003791465216976418,OSBS
2023-08-27,nee,-0.02802735195687752,OSBS
2023-08-28,nee,-0.020933442400612436,OSBS
2023-08-29,nee,0.0014356519371481022,OSBS
2023-08-30,nee,-0.004605457158905991,OSBS
2023-08-31,nee,0.0013277865869766687,OSBS
2023-09-01,nee,0.028799941165211278,OSBS
